Date,FundCode,InvestmentsMV,Cash,Receivables,Payables,AccruedMgmtFee,SharesOutstanding
2026-05-21,MMUS,811928367.25,24351719.86,4797784.68,4168543.22,214299.96,810000000.0
2026-05-22,MMUS,812206416.71,24413458.35,4826067.51,4182025.98,220101.44,810000000.0
2026-05-26,MMUS,812182690.13,24378501.65,4861190.57,4179046.78,225902.74,810000000.0
2026-05-27,MMUS,812206016.41,24448038.35,4851215.79,4182328.03,231704.21,810000000.0
2026-05-28,MMUS,812122884.03,24444032.08,4843746.33,4170653.34,237505.09,810000000.0
2026-05-29,MMUS,811894722.92,24468018.94,4843724.15,4145814.05,243304.34,810000000.0
2026-06-01,MMUS,811962788.03,24524490.01,4813678.82,4148029.55,249104.07,810000000.0
2026-06-02,MMUS,812013648.83,24495495.74,4808798.82,4135361.71,254904.17,810000000.0
2026-06-03,MMUS,812338647.66,24502835.92,4799214.17,4112423.86,260706.59,810000000.0
2026-06-04,MMUS,812398293.89,24525299.41,4773875.42,4127268.37,266509.44,810000000.0
2026-06-05,MMUS,812676494.92,24570139.97,4771145.63,4114196.71,272314.27,810000000.0
2026-06-08,MMUS,812658432.33,24529481.88,4768906.25,4115354.35,278118.97,810000000.0
2026-06-09,MMUS,812702097.23,24548758.18,4751439.09,4138508.83,283923.99,810000000.0
2026-06-10,MMUS,812833464.74,24562204.6,4767701.96,4143845.47,289729.94,810000000.0
2026-06-11,MMUS,812663789.62,24561488.49,4766166.62,4139597.88,295534.68,810000000.0
2026-06-12,MMUS,812590857.13,24563056.46,4768336.84,4122524.79,301338.9,810000000.0
2026-06-15,MMUS,812764663.35,24585670.72,4758852.13,4152264.76,307144.36,810000000.0
2026-06-16,MMUS,812943566.24,24563823.61,4782539.55,4149113.27,312951.1,810000000.0
2026-06-17,MMUS,812937988.02,24596611.9,4795407.87,4120655.83,318757.8,810000000.0
2026-06-18,MMUS,813122125.99,24647990.7,4778752.3,4114908.36,324565.82,810000000.0
2026-06-19,MMUS,813088294.53,24678661.82,4799861.41,4137433.43,330373.59,810000000.0
2026-06-22,MMUS,812830799.52,24638094.59,4814026.57,4162387.07,336179.53,810000000.0
2026-06-23,MMUS,812842763.46,24649843.58,4800935.82,4169342.23,341985.54,810000000.0
2026-06-24,MMUS,812947828.95,24653290.79,4794461.2,4168099.01,347792.31,810000000.0
2026-06-25,MMUS,812922010.37,24717486.6,4803428.6,4163162.58,353598.9,810000000.0
2026-06-26,MMUS,813129000.58,24738808.63,4802906.67,4171503.66,359406.97,810000000.0
2026-06-29,MMUS,812951100.15,24739206.43,4830024.86,4206869.76,365213.76,810000000.0
2026-06-30,MMUS,812674524.79,24708739.01,4815577.4,4195347.59,371018.58,810000000.0
2026-04-01,FDIV,269884079.25,8217631.82,1549820.57,1364916.94,8567.75,21568627.451
2026-04-02,FDIV,263450655.04,7976533.32,1582488.01,1456203.11,16931.26,21568627.451
2026-04-03,FDIV,262338774.89,7926192.15,1742300.51,1355428.31,25259.48,21568627.451
2026-04-06,FDIV,265097259.27,8025120.86,1780219.96,1344762.61,33675.26,21568627.451
2026-04-07,FDIV,266715660.26,8014965.17,1815226.94,1351099.13,42142.43,21568627.451
2026-04-08,FDIV,262276495.9,8080149.03,1728002.1,1287459.48,50468.66,21568627.451
2026-04-09,FDIV,257007648.28,8401682.91,1758427.95,1275365.62,58627.64,21568627.451
2026-04-10,FDIV,258331408.08,8544964.82,1801932.24,1287488.56,66828.63,21568627.451
2026-04-13,FDIV,257904740.53,8706294.52,1835695.58,1103360.46,75016.09,21568627.451
2026-04-14,FDIV,257910483.24,8646366.59,1905317.37,1162035.51,83203.72,21568627.451
2026-04-15,FDIV,255581360.99,8356720.7,1849668.4,1204440.28,91317.41,21568627.451
2026-04-16,FDIV,257393026.46,8495672.97,1823152.52,1239659.57,99488.62,21568627.451
2026-04-17,FDIV,260351676.17,8703972.85,1866069.1,1320776.76,107753.75,21568627.451
2026-04-20,FDIV,260000426.31,8576025.0,1821420.32,1309976.87,116007.74,21568627.451
2026-04-21,FDIV,255375190.49,8456145.13,1789092.34,1236593.85,124114.89,21568627.451
2026-04-22,FDIV,251526221.92,8213588.48,1715697.2,1161217.66,132099.84,21568627.451
2026-04-23,FDIV,250944469.19,7892876.44,1749998.09,1083895.48,140066.34,21568627.451
2026-04-24,FDIV,254238430.7,7796828.89,1588726.77,1109340.96,148137.4,21568627.451
2026-04-27,FDIV,254795661.45,7738757.64,1641565.2,1052239.09,156226.15,21568627.451
2026-04-28,FDIV,257412920.99,8244473.41,1682670.45,1031604.37,164397.99,21568627.451
2026-04-29,FDIV,255765536.28,8128902.43,1639731.24,1034354.44,172517.53,21568627.451
2026-04-30,FDIV,255817192.5,8129116.69,1619930.95,1044091.46,180638.71,21568627.451
2026-05-01,FDIV,254268959.57,8033581.55,1527995.79,987777.66,188710.74,21568627.451
2026-05-04,FDIV,254954044.73,8084840.61,1584178.29,982033.42,196804.52,21568627.451
2026-05-05,FDIV,255647759.98,8017450.43,1438853.99,976466.72,204920.32,21568627.451
2026-05-06,FDIV,258043505.72,8283969.47,1457828.49,997837.31,213112.18,21568627.451
2026-05-07,FDIV,259604624.01,8521606.42,1457959.88,975824.96,221353.59,21568627.451
2026-05-08,FDIV,256095646.76,8053597.93,1404415.57,887606.51,229483.61,21568627.451
2026-05-11,FDIV,255044153.92,8242797.0,1418649.48,902354.34,237580.25,21568627.451
2026-05-12,FDIV,257612846.92,8314104.13,1474391.36,845172.65,245758.44,21568627.451
2026-05-13,FDIV,258585564.82,8205542.77,1425986.74,918209.01,253967.51,21568627.451
2026-05-14,FDIV,256424850.48,8235197.83,1393847.52,947657.89,262107.98,21568627.451
2026-05-15,FDIV,256575816.04,8085763.92,1440286.75,916613.04,270253.24,21568627.451
2026-05-18,FDIV,250381519.13,7861858.14,1550492.93,941632.11,278201.86,21568627.451
2026-05-19,FDIV,250485033.36,7947335.53,1480147.72,1009010.43,286153.77,21568627.451
2026-05-20,FDIV,251578530.66,7984990.85,1527235.92,1049148.34,294140.39,21568627.451
2026-05-21,FDIV,251872282.51,8228407.55,1454115.96,961662.41,302136.33,21568627.451
2026-05-22,FDIV,252337426.59,8280538.44,1443284.0,1053665.95,310147.04,21568627.451
2026-05-26,FDIV,252140371.19,8025483.46,1431515.31,1153384.81,318151.5,21568627.451
2026-05-27,FDIV,249172284.36,7838862.85,1392226.88,1120807.88,326061.73,21568627.451
2026-05-28,FDIV,246591145.89,7794132.78,1407290.71,1176673.75,333890.02,21568627.451
2026-05-29,FDIV,244740936.43,7550983.79,1382985.78,1195237.88,341659.58,21568627.451
2026-06-01,FDIV,244046226.69,7551771.51,1330144.87,1314231.7,349407.07,21568627.451
2026-06-02,FDIV,248786643.83,7699474.11,1344634.95,1318417.04,357305.06,21568627.451
2026-06-03,FDIV,243608724.99,7763362.05,1233396.27,1275387.12,365038.67,21568627.451
2026-06-04,FDIV,239958934.89,7713591.43,1331497.59,1177773.65,372656.42,21568627.451
2026-06-05,FDIV,240977783.37,7749111.3,1300050.85,1210990.33,380306.51,21568627.451
2026-06-08,FDIV,242673712.82,7615341.21,1253495.74,1247026.65,388010.43,21568627.451
2026-06-09,FDIV,242000523.49,7594112.98,1177394.65,1278677.66,395692.99,21568627.451
2026-06-10,FDIV,240968294.36,7600161.98,1147116.04,1269398.98,403342.78,21568627.451
2026-06-11,FDIV,240196176.18,7482487.06,1186340.91,1254884.49,410968.05,21568627.451
2026-06-12,FDIV,243483555.94,7497178.13,1093504.21,1330934.25,418697.69,21568627.451
2026-06-15,FDIV,238975217.76,7486345.67,1003791.29,1348202.97,426284.2,21568627.451
2026-06-16,FDIV,238098932.69,7556941.42,1006161.75,1376654.87,433842.9,21568627.451
2026-06-17,FDIV,241804590.06,7689694.27,969661.94,1320878.24,441519.24,21568627.451
2026-06-18,FDIV,241559952.33,7900935.18,884549.89,1318841.03,449187.81,21568627.451
2026-06-19,FDIV,243643510.84,7907574.62,739899.56,1341849.99,456922.52,21568627.451
2026-06-22,FDIV,246552597.5,7843547.87,788984.08,1428435.38,464749.59,21568627.451
2026-06-23,FDIV,245420992.98,7795543.85,805841.38,1393181.01,472540.73,21568627.451
2026-06-24,FDIV,242935163.89,7558313.0,837289.62,1312089.92,480252.96,21568627.451
2026-06-25,FDIV,239000789.08,7338741.79,892223.92,1234560.56,487840.28,21568627.451
2026-06-26,FDIV,240827283.27,7358479.54,864507.26,1326206.25,495485.59,21568627.451
2026-06-29,FDIV,241070644.62,7249005.96,817333.88,1357777.48,503138.63,21568627.451
2026-06-30,FDIV,242608500.77,7076453.34,883798.63,1308326.0,510840.49,21568627.451
