Date,FundCode,FundName,Strategy,InvestmentsMV,Cash,Receivables,Payables,AccruedMgmtFee,SharesOutstanding,TotalAssets,TotalLiabilities,NetAssets,NAVPerShare,PriorNAV,NAVChangePct,ToleranceBps,NetFlow,BreachFlag,StalePriceFlag,NegCashFlag,LargeFlowFlag,FlagCount,PrimaryException
2026-06-23,EQEM,Emerging Markets Equity,Equity,310180037.27,8995232.7,1536181.04,1704916.5,635148.01,20394736.8421,320711451.01,2340064.51,318371386.5,15.610468,15.532452,0.005023,500,-208854.57,,,,,0,
2026-06-24,EQEM,Emerging Markets Equity,Equity,317474430.23,9399992.3,1432043.54,1647514.49,646486.38,20394736.8421,328306466.07,2294000.87,326012465.2,15.985127,15.610468,0.024001,500,-210329.56,,,,,0,
2026-06-25,EQEM,Emerging Markets Equity,Equity,319838734.15,9330723.58,1457044.75,1601799.73,657909.19,20394736.8421,330626502.48,2259708.92,328366793.56,16.100565,15.985127,0.007222,500,51515.38,,,,,0,
2026-06-26,EQEM,Emerging Markets Equity,Equity,315768701.36,8955895.83,1364547.41,1661266.11,669186.65,20394736.8421,326089144.6,2330452.76,323758691.84,15.87462,16.100565,-0.014033,500,-1145642.28,,,,,0,
2026-06-29,EQEM,Emerging Markets Equity,Equity,318012696.04,9054808.6,1308732.02,1726521.6,680544.24,20394736.8421,328376236.66,2407065.84,325969170.82,15.983005,15.87462,0.006828,500,-224742.62,,,,,0,
2026-06-30,EQEM,Emerging Markets Equity,Equity,329474249.99,9362165.06,1446777.7,1733144.64,692311.18,20394736.8421,340283192.75,2425455.82,337857736.93,16.565928,15.983005,0.036471,500,-585858.74,,,,,0,
2026-04-01,EQGL,Global Equity Fund,Equity,623511590.52,18653622.08,3837991.46,3345468.38,18556.89,25306122.449,646003204.06,3364025.27,642639178.79,25.394613,,,500,47471.29,,,,,0,
2026-04-02,EQGL,Global Equity Fund,Equity,634467525.28,19273538.68,3833942.21,3486869.56,37439.85,25306122.449,657575006.17,3524309.41,654050696.76,25.845552,25.394613,0.017757,500,34844.93,,,,,0,
2026-04-03,EQGL,Global Equity Fund,Equity,636283108.02,18598258.81,3581504.71,3410981.76,56376.85,25306122.449,658462871.54,3467358.61,654995512.93,25.882887,25.845552,0.001445,500,-710316.68,,,,,0,
2026-04-06,EQGL,Global Equity Fund,Equity,630055000.46,17882316.72,3768073.43,3343453.81,75128.49,25306122.449,651705390.61,3418582.3,648286808.31,25.617785,25.882887,-0.010242,500,608240.98,,,,,0,
2026-04-07,EQGL,Global Equity Fund,Equity,626408109.82,17820499.8,3573225.02,3380582.86,93771.59,25306122.449,647801834.64,3474354.45,644327480.19,25.461328,25.617785,-0.006107,500,-185940.05,,,,,0,
2026-04-08,EQGL,Global Equity Fund,Equity,622387338.53,18397814.76,3548273.18,3200890.26,112295.02,25306122.449,644333426.47,3313185.28,641020241.19,25.330639,25.461328,-0.005133,500,1169973.41,,,,,0,
2026-04-09,EQGL,Global Equity Fund,Equity,623941750.62,17710131.29,3358244.42,3238363.67,130864.71,25306122.449,645010126.33,3369228.38,641640897.95,25.355165,25.330639,0.000968,500,494545.97,,,,,0,
2026-04-10,EQGL,Global Equity Fund,Equity,623272803.26,17578541.86,3133478.53,3127213.48,149414.5,25306122.449,643984823.65,3276627.98,640708195.67,25.318308,25.355165,-0.001454,500,-1001672.61,,,,,0,
2026-04-13,EQGL,Global Equity Fund,Equity,625753305.1,16986564.04,3194620.34,3081827.2,168038.11,25306122.449,645934489.48,3249865.31,642684624.17,25.396409,25.318308,0.003085,500,-858793.2,,,,,0,
2026-04-14,EQGL,Global Equity Fund,Equity,632975120.71,17536292.17,3104000.52,3070420.86,186876.66,25306122.449,653615413.4,3257297.52,650358115.88,25.699635,25.396409,0.01194,500,-356861.79,,,,,0,
2026-04-15,EQGL,Global Equity Fund,Equity,629765356.65,17377214.14,2921044.84,2874051.93,205619.67,25306122.449,650063615.63,3079671.6,646983944.03,25.566301,25.699635,-0.005188,500,-258436.49,,,,,0,
2026-04-16,EQGL,Global Equity Fund,Equity,629392465.44,17745894.52,2973941.9,2774902.13,224351.59,25306122.449,650112301.86,2999253.72,647113048.14,25.571403,25.566301,0.0002,500,-718062.61,,,,,0,
2026-04-17,EQGL,Global Equity Fund,Equity,629270308.91,18333200.56,2577718.02,2898491.28,243079.87,25306122.449,650181227.49,3141571.15,647039656.34,25.568503,25.571403,-0.000113,500,330686.03,,,,,0,
2026-04-20,EQGL,Global Equity Fund,Equity,630031328.62,17604033.75,2547619.39,2955994.73,261830.81,25306122.449,650182981.76,3217825.54,646965156.22,25.565559,25.568503,-0.000115,500,1515013.46,,,,,0,
2026-04-21,EQGL,Global Equity Fund,Equity,624554195.6,17262969.64,2662684.22,2979574.49,280418.73,25306122.449,644479849.46,3259993.22,641219856.24,25.338527,25.565559,-0.00888,500,-682189.98,,,,,0,
2026-04-22,EQGL,Global Equity Fund,Equity,625346038.54,17648299.53,2560693.84,2934175.62,299030.22,25306122.449,645555031.91,3233205.84,642321826.07,25.382072,25.338527,0.001719,500,266271.53,,,,,0,
2026-04-23,EQGL,Global Equity Fund,Equity,627508061.81,17807603.98,2570317.08,2908990.74,317706.05,25306122.449,647885982.87,3226696.79,644659286.08,25.47444,25.382072,0.003639,500,-209119.89,,,,,0,
2026-04-24,EQGL,Global Equity Fund,Equity,625267946.08,17443050.38,2536938.18,2959239.66,336315.22,25306122.449,645247934.64,3295554.88,641952379.76,25.367473,25.47444,-0.004199,500,1346260.24,,,,,0,
2026-04-27,EQGL,Global Equity Fund,Equity,627164417.71,17467942.2,2255820.45,2964224.34,354980.83,25306122.449,646888180.36,3319205.17,643568975.19,25.431355,25.367473,0.002518,500,-1573119.84,,,,,0,
2026-04-28,EQGL,Global Equity Fund,Equity,625962789.12,17547728.58,2246283.57,2782973.22,373610.67,25306122.449,645756801.27,3156583.89,642600217.38,25.393073,25.431355,-0.001505,500,399441.84,,,,,0,
2026-04-29,EQGL,Global Equity Fund,Equity,748368624.1,17359341.24,2478897.72,2595269.22,392406.35,25306122.449,768206863.06,2987675.57,765219187.49,30.2385,25.393073,0.190817,500,-995269.06,NAV MOVE BREACH,,,,1,NAV MOVE BREACH
2026-04-30,EQGL,Global Equity Fund,Equity,624779872.11,16961380.61,2467326.12,2492015.73,411000.99,25306122.449,644208578.84,2903016.72,641305562.12,25.341913,30.2385,-0.161932,500,-542759.95,NAV MOVE BREACH,,,,1,NAV MOVE BREACH
2026-05-01,EQGL,Global Equity Fund,Equity,617604062.32,16942068.94,2302706.41,2693133.07,429382.06,25306122.449,636848837.67,3122515.13,633726322.54,25.042411,25.341913,-0.011818,500,-276354.05,,,,,0,
2026-05-04,EQGL,Global Equity Fund,Equity,623254330.05,16636781.76,2357796.85,2913295.48,447931.3,25306122.449,642248908.66,3361226.78,638887681.88,25.246368,25.042411,0.008144,500,-621920.29,,,,,0,
2026-05-05,EQGL,Global Equity Fund,Equity,625160684.76,16980927.82,2179418.36,2724087.0,466537.27,25306122.449,644321030.94,3190624.27,641130406.67,25.334992,25.246368,0.00351,500,247780.97,,,,,0,
2026-05-06,EQGL,Global Equity Fund,Equity,627008298.0,17161449.15,2083527.98,2767087.82,485198.23,25306122.449,646253275.13,3252286.05,643000989.08,25.40891,25.334992,0.002918,500,767233.59,,,,,0,
2026-05-07,EQGL,Global Equity Fund,Equity,640002116.77,17699047.23,1943721.19,2925278.59,504245.91,25306122.449,659644885.19,3429524.5,656215360.69,25.931091,25.40891,0.020551,500,-1032791.7,,,,,0,
2026-05-08,EQGL,Global Equity Fund,Equity,648286657.04,17608931.01,2118772.32,3027369.09,523540.16,25306122.449,668014360.37,3550909.25,664463451.12,26.257023,25.931091,0.012569,500,-620000.05,,,,,0,
2026-05-11,EQGL,Global Equity Fund,Equity,646666414.12,17272472.04,1975424.36,2893189.18,542786.18,25306122.449,665914310.52,3435975.36,662478335.16,26.178579,26.257023,-0.002988,500,-228029.32,,,,,0,
2026-05-12,EQGL,Global Equity Fund,Equity,648763940.52,17650485.0,1983856.28,3128893.64,562094.63,25306122.449,668398281.8,3690988.27,664707293.53,26.266659,26.178579,0.003365,500,-1990060.05,,,,,0,
2026-05-13,EQGL,Global Equity Fund,Equity,653358707.86,17439472.94,1960076.12,3226708.14,581539.83,25306122.449,672758256.92,3808247.97,668950008.95,26.434315,26.266659,0.006383,500,-591204.65,,,,,0,
2026-05-14,EQGL,Global Equity Fund,Equity,656890512.76,17505039.63,1970671.54,3005329.18,601090.14,25306122.449,676366223.93,3606419.32,672759804.61,26.584863,26.434315,0.005695,500,-854271.1,,,,,0,
2026-05-15,EQGL,Global Equity Fund,Equity,658568888.5,17057522.67,2003079.04,3073909.82,620690.41,25306122.449,677629490.21,3694600.23,673934889.98,26.631298,26.584863,0.001747,500,-600840.52,,,,,0,
2026-05-18,EQGL,Global Equity Fund,Equity,659122281.24,16619841.72,2061360.37,3165202.95,640307.14,25306122.449,677803483.33,3805510.09,673997973.24,26.633791,26.631298,9.4e-05,500,149097.12,,,,,0,
2026-05-19,EQGL,Global Equity Fund,Equity,649265527.35,16005964.09,2110788.75,3197929.4,659630.52,25306122.449,667382280.19,3857559.92,663524720.27,26.219928,26.633791,-0.015539,500,-2182367.4,,,,,0,
2026-05-20,EQGL,Global Equity Fund,Equity,653472635.27,16554916.11,2274085.6,3320811.25,679079.11,25306122.449,672301636.98,3999890.36,668301746.62,26.408698,26.219928,0.007199,500,-690177.33,,,,,0,
2026-05-21,EQGL,Global Equity Fund,Equity,648048108.38,16325410.56,2179718.9,3305978.95,698366.26,25306122.449,666553237.84,4004345.21,662548892.63,26.181368,26.408698,-0.008608,500,2280105.97,,,,,0,
2026-05-22,EQGL,Global Equity Fund,Equity,653069743.8,15819984.35,2122640.18,3502275.09,717802.86,25306122.449,671012368.33,4220077.95,666792290.38,26.34905,26.181368,0.006405,500,605824.33,,,,,0,
2026-05-26,EQGL,Global Equity Fund,Equity,648061782.43,15962924.12,1992765.6,3509085.3,737090.41,25306122.449,666017472.15,4246175.71,661771296.44,26.15064,26.34905,-0.00753,500,540296.89,,,,,0,
2026-05-27,EQGL,Global Equity Fund,Equity,663474885.3,16594930.1,1990424.66,3622233.09,756836.69,25306122.449,682060240.06,4379069.78,677681170.28,26.779337,26.15064,0.024041,500,-1011728.66,,,,,0,
2026-05-28,EQGL,Global Equity Fund,Equity,657823586.61,16408293.19,2053196.97,3728063.3,776414.77,25306122.449,676285076.77,4504478.07,671780598.7,26.546169,26.779337,-0.008707,500,-267870.16,,,,,0,
2026-05-29,EQGL,Global Equity Fund,Equity,654518418.82,16069281.78,2320206.25,3772948.34,795894.49,25306122.449,672907906.85,4568842.83,668339064.02,26.410173,26.546169,-0.005123,500,-1121981.85,,,,,0,
2026-06-01,EQGL,Global Equity Fund,Equity,669928216.01,16862618.99,2130544.01,3783921.08,815832.83,25306122.449,688921379.01,4599753.91,684321625.1,27.041742,26.410173,0.023914,500,1487212.47,,,,,0,
2026-06-02,EQGL,Global Equity Fund,Equity,673332800.38,17261266.96,2019998.4,3793531.72,835872.49,25306122.449,692614065.74,4629404.21,687984661.53,27.186491,27.041742,0.005353,500,0.0,,,,,0,
2026-06-03,EQGL,Global Equity Fund,Equity,671596780.32,16713958.8,2277907.66,3553236.25,855860.49,25306122.449,690588646.78,4409096.74,686179550.04,27.11516,27.186491,-0.002624,500,-354558.17,,,,,0,
2026-06-04,EQGL,Global Equity Fund,Equity,682378599.18,16394403.84,2504969.54,3611955.8,876169.38,25306122.449,701277972.56,4488125.18,696789847.38,27.534438,27.11516,0.015463,500,-811154.57,,,,,0,
2026-06-05,EQGL,Global Equity Fund,Equity,684009249.74,16187248.49,2522414.42,3557333.2,896526.8,25306122.449,702718912.65,4453860.0,698265052.65,27.592732,27.534438,0.002117,500,-305116.22,,,,,0,
2026-06-08,EQGL,Global Equity Fund,Equity,696079403.48,15955920.95,2923267.96,3293992.62,917243.45,25306122.449,714958592.39,4211236.07,710747356.32,28.085984,27.592732,0.017876,500,-452160.44,,,,,0,
2026-06-09,EQGL,Global Equity Fund,Equity,698370138.53,15747505.61,2898005.04,3222201.54,938028.27,25306122.449,717015649.18,4160229.81,712855419.37,28.169287,28.085984,0.002966,500,-955916.01,,,,,0,
2026-06-10,EQGL,Global Equity Fund,Equity,701252431.06,15520955.53,3061368.79,3287218.8,958898.88,25306122.449,719834755.38,4246117.68,715588637.7,28.277293,28.169287,0.003834,500,237362.55,,,,,0,
2026-06-11,EQGL,Global Equity Fund,Equity,694997999.11,15148930.15,3158712.82,3359709.75,979583.34,25306122.449,713305642.08,4339293.09,708966348.99,28.015606,28.277293,-0.009254,500,-33568.07,,,,,0,
2026-06-12,EQGL,Global Equity Fund,Equity,704904718.72,15114666.88,3296294.47,3373393.73,1000562.65,25306122.449,723315680.07,4373956.38,718941723.69,28.409794,28.015606,0.01407,500,-849320.63,,,,,0,
2026-06-15,EQGL,Global Equity Fund,Equity,711445938.33,15602185.51,3549789.32,3408283.75,1021736.64,25306122.449,730597913.16,4430020.39,726167892.77,28.695344,28.409794,0.010051,500,780974.94,,,,,0,
2026-06-16,EQGL,Global Equity Fund,Equity,714125122.71,15605177.64,3579781.37,3523122.75,1042990.36,25306122.449,733310081.72,4566113.11,728743968.61,28.797141,28.695344,0.003547,500,-1923008.12,,,,,0,
2026-06-17,EQGL,Global Equity Fund,Equity,706365302.58,14921012.37,3737214.62,3619048.55,1064013.14,25306122.449,725023529.57,4683061.69,720340467.88,28.465067,28.797141,-0.011531,500,97813.5,,,,,0,
2026-06-18,EQGL,Global Equity Fund,Equity,706411417.99,14541688.05,3750310.41,3504479.68,1085037.29,25306122.449,724703416.45,4589516.97,720113899.48,28.456114,28.465067,-0.000315,500,887782.21,,,,,0,
2026-06-19,EQGL,Global Equity Fund,Equity,700138153.18,14277542.35,3786392.07,3378633.84,1105874.73,25306122.449,718202087.6,4484508.57,713717579.03,28.203356,28.456114,-0.008882,500,-662194.68,,,,,0,
2026-06-22,EQGL,Global Equity Fund,Equity,702164795.68,14105295.99,3717973.12,3427518.7,1126772.49,25306122.449,719988064.79,4554291.19,715433773.6,28.271173,28.203356,0.002405,500,0.0,,,,,0,
2026-06-23,EQGL,Global Equity Fund,Equity,696756100.0,13935122.0,3741324.42,3647828.14,1147509.28,25306122.449,714432546.42,4795337.42,709637209.0,28.042116,28.271173,-0.008102,500,809176.84,,,,,0,
2026-06-24,EQGL,Global Equity Fund,Equity,696749704.97,13934994.1,3738194.31,3599525.18,1168245.88,25306122.449,714422893.38,4767771.06,709655122.32,28.042823,28.042116,2.5e-05,500,798102.61,,,,,0,
2026-06-25,EQGL,Global Equity Fund,Equity,700869454.75,14661939.03,3742003.15,3688379.89,1189105.09,25306122.449,719273396.93,4877484.98,714395911.95,28.230161,28.042823,0.00668,500,849099.49,,,,,0,
2026-06-26,EQGL,Global Equity Fund,Equity,702737283.97,14706322.84,3768449.41,3567836.01,1210019.89,25306122.449,721212056.22,4777855.9,716434200.32,28.310706,28.230161,0.002853,500,-259399.26,,,,,0,
2026-06-29,EQGL,Global Equity Fund,Equity,714095331.32,15355021.44,4198375.88,3493991.21,1231272.73,25306122.449,733648728.64,4725263.94,728923464.7,28.804234,28.310706,0.017433,500,585967.3,,,,,0,
2026-06-30,EQGL,Global Equity Fund,Equity,731439158.95,15373229.02,4152936.02,3473632.06,1253041.75,25306122.449,750965323.99,4726673.81,746238650.18,29.488463,28.804234,0.023754,500,-137435.08,,,,,0,
2026-04-01,FDIV,Global Dividend Fund,Equity,269884079.25,8217631.82,1549820.57,1364916.94,8567.75,21568627.451,279651531.64,1373484.69,278278046.95,12.901982,,,500,931947.28,,,,,0,
2026-04-02,FDIV,Global Dividend Fund,Equity,263450655.04,7976533.32,1582488.01,1456203.11,16931.26,21568627.451,273009676.37,1473134.37,271536542.0,12.589421,12.901982,-0.024226,500,-370251.52,,,,,0,
2026-04-03,FDIV,Global Dividend Fund,Equity,262338774.89,7926192.15,1742300.51,1355428.31,25259.48,21568627.451,272007267.55,1380687.79,270626579.76,12.547232,12.589421,-0.003351,500,-30243.09,,,,,0,
2026-04-06,FDIV,Global Dividend Fund,Equity,265097259.27,8025120.86,1780219.96,1344762.61,33675.26,21568627.451,274902600.09,1378437.87,273524162.22,12.681575,12.547232,0.010707,500,220127.55,,,,,0,
2026-04-07,FDIV,Global Dividend Fund,Equity,266715660.26,8014965.17,1815226.94,1351099.13,42142.43,21568627.451,276545852.37,1393241.56,275152610.81,12.757076,12.681575,0.005954,500,414643.18,,,,,0,
2026-04-08,FDIV,Global Dividend Fund,Equity,262276495.9,8080149.03,1728002.1,1287459.48,50468.66,21568627.451,272084647.03,1337928.14,270746718.89,12.552802,12.757076,-0.016013,500,-584835.75,,,,,0,
2026-04-09,FDIV,Global Dividend Fund,Equity,257007648.28,8401682.91,1758427.95,1275365.62,58627.64,21568627.451,267167759.14,1333993.26,265833765.88,12.32502,12.552802,-0.018146,500,-76995.13,,,,,0,
2026-04-10,FDIV,Global Dividend Fund,Equity,258331408.08,8544964.82,1801932.24,1287488.56,66828.63,21568627.451,268678305.14,1354317.19,267323987.95,12.394112,12.32502,0.005606,500,8138.49,,,,,0,
2026-04-13,FDIV,Global Dividend Fund,Equity,257904740.53,8706294.52,1835695.58,1103360.46,75016.09,21568627.451,268446730.63,1178376.55,267268354.08,12.391533,12.394112,-0.000208,500,185039.56,,,,,0,
2026-04-14,FDIV,Global Dividend Fund,Equity,257910483.24,8646366.59,1905317.37,1162035.51,83203.72,21568627.451,268462167.2,1245239.23,267216927.97,12.389148,12.391533,-0.000192,500,-343133.32,,,,,0,
2026-04-15,FDIV,Global Dividend Fund,Equity,255581360.99,8356720.7,1849668.4,1204440.28,91317.41,21568627.451,265787750.09,1295757.69,264491992.4,12.262811,12.389148,-0.010197,500,186822.92,,,,,0,
2026-04-16,FDIV,Global Dividend Fund,Equity,257393026.46,8495672.97,1823152.52,1239659.57,99488.62,21568627.451,267711851.95,1339148.19,266372703.76,12.350007,12.262811,0.007111,500,63462.01,,,,,0,
2026-04-17,FDIV,Global Dividend Fund,Equity,260351676.17,8703972.85,1866069.1,1320776.76,107753.75,21568627.451,270921718.12,1428530.51,269493187.61,12.494684,12.350007,0.011715,500,238747.98,,,,,0,
2026-04-20,FDIV,Global Dividend Fund,Equity,260000426.31,8576025.0,1821420.32,1309976.87,116007.74,21568627.451,270397871.63,1425984.61,268971887.02,12.470515,12.494684,-0.001934,500,-126841.64,,,,,0,
2026-04-21,FDIV,Global Dividend Fund,Equity,255375190.49,8456145.13,1789092.34,1236593.85,124114.89,21568627.451,265620427.96,1360708.74,264259719.22,12.252042,12.470515,-0.017519,500,-38563.9,,,,,0,
2026-04-22,FDIV,Global Dividend Fund,Equity,251526221.92,8213588.48,1715697.2,1161217.66,132099.84,21568627.451,261455507.6,1293317.5,260162190.1,12.062065,12.252042,-0.015506,500,359859.11,,,,,0,
2026-04-23,FDIV,Global Dividend Fund,Equity,250944469.19,7892876.44,1749998.09,1083895.48,140066.34,21568627.451,260587343.72,1223961.82,259363381.9,12.02503,12.062065,-0.00307,500,-36628.75,,,,,0,
2026-04-24,FDIV,Global Dividend Fund,Equity,254238430.7,7796828.89,1588726.77,1109340.96,148137.4,21568627.451,263623986.36,1257478.36,262366508.0,12.164265,12.02503,0.011579,500,246887.42,,,,,0,
2026-04-27,FDIV,Global Dividend Fund,Equity,254795661.45,7738757.64,1641565.2,1052239.09,156226.15,21568627.451,264175984.29,1208465.24,262967519.05,12.19213,12.164265,0.002291,500,31793.34,,,,,0,
2026-04-28,FDIV,Global Dividend Fund,Equity,257412920.99,8244473.41,1682670.45,1031604.37,164397.99,21568627.451,267340064.85,1196002.36,266144062.49,12.339407,12.19213,0.01208,500,239060.48,,,,,0,
2026-04-29,FDIV,Global Dividend Fund,Equity,255765536.28,8128902.43,1639731.24,1034354.44,172517.53,21568627.451,265534169.95,1206871.97,264327297.98,12.255175,12.339407,-0.006826,500,-559111.78,,,,,0,
2026-04-30,FDIV,Global Dividend Fund,Equity,255817192.5,8129116.69,1619930.95,1044091.46,180638.71,21568627.451,265566240.14,1224730.17,264341509.97,12.255834,12.255175,5.4e-05,500,519782.43,,,,,0,
2026-05-01,FDIV,Global Dividend Fund,Equity,254268959.57,8033581.55,1527995.79,987777.66,188710.74,21568627.451,263830536.91,1176488.4,262654048.51,12.177597,12.255834,-0.006384,500,-394155.62,,,,,0,
2026-05-04,FDIV,Global Dividend Fund,Equity,254954044.73,8084840.61,1584178.29,982033.42,196804.52,21568627.451,264623063.63,1178837.94,263444225.69,12.214232,12.177597,0.003008,500,187577.98,,,,,0,
2026-05-05,FDIV,Global Dividend Fund,Equity,255647759.98,8017450.43,1438853.99,976466.72,204920.32,21568627.451,265104064.4,1181387.04,263922677.36,12.236415,12.214232,0.001816,500,216826.72,,,,,0,
2026-05-06,FDIV,Global Dividend Fund,Equity,258043505.72,8283969.47,1457828.49,997837.31,213112.18,21568627.451,267785303.68,1210949.49,266574354.19,12.359356,12.236415,0.010047,500,-80713.09,,,,,0,
2026-05-07,FDIV,Global Dividend Fund,Equity,259604624.01,8521606.42,1457959.88,975824.96,221353.59,21568627.451,269584190.31,1197178.55,268387011.76,12.443398,12.359356,0.0068,500,-154190.81,,,,,0,
2026-05-08,FDIV,Global Dividend Fund,Equity,256095646.76,8053597.93,1404415.57,887606.51,229483.61,21568627.451,265553660.26,1117090.12,264436570.14,12.260241,12.443398,-0.014719,500,-95482.72,,,,,0,
2026-05-11,FDIV,Global Dividend Fund,Equity,255044153.92,8242797.0,1418649.48,902354.34,237580.25,21568627.451,264705600.4,1139934.59,263565665.81,12.219863,12.260241,-0.003293,500,452828.36,,,,,0,
2026-05-12,FDIV,Global Dividend Fund,Equity,257612846.92,8314104.13,1474391.36,845172.65,245758.44,21568627.451,267401342.41,1090931.09,266310411.32,12.347119,12.219863,0.010414,500,-467411.62,,,,,0,
2026-05-13,FDIV,Global Dividend Fund,Equity,258585564.82,8205542.77,1425986.74,918209.01,253967.51,21568627.451,268217094.33,1172176.52,267044917.81,12.381173,12.347119,0.002758,500,-716908.57,,,,,0,
2026-05-14,FDIV,Global Dividend Fund,Equity,256424850.48,8235197.83,1393847.52,947657.89,262107.98,21568627.451,266053895.83,1209765.87,264844129.96,12.279137,12.381173,-0.008241,500,-102812.77,,,,,0,
2026-05-15,FDIV,Global Dividend Fund,Equity,256575816.04,8085763.92,1440286.75,916613.04,270253.24,21568627.451,266101866.71,1186866.28,264915000.43,12.282423,12.279137,0.000268,500,172062.03,,,,,0,
2026-05-18,FDIV,Global Dividend Fund,Equity,250381519.13,7861858.14,1550492.93,941632.11,278201.86,21568627.451,259793870.2,1219833.97,258574036.23,11.988433,12.282423,-0.023936,500,100668.55,,,,,0,
2026-05-19,FDIV,Global Dividend Fund,Equity,250485033.36,7947335.53,1480147.72,1009010.43,286153.77,21568627.451,259912516.61,1295164.2,258617352.41,11.990441,11.988433,0.000168,500,46324.65,,,,,0,
2026-05-20,FDIV,Global Dividend Fund,Equity,251578530.66,7984990.85,1527235.92,1049148.34,294140.39,21568627.451,261090757.43,1343288.73,259747468.7,12.042837,11.990441,0.00437,500,84181.11,,,,,0,
2026-05-21,FDIV,Global Dividend Fund,Equity,251872282.51,8228407.55,1454115.96,961662.41,302136.33,21568627.451,261554806.02,1263798.74,260291007.28,12.068038,12.042837,0.002093,500,66477.55,,,,,0,
2026-05-22,FDIV,Global Dividend Fund,Equity,252337426.59,8280538.44,1443284.0,1053665.95,310147.04,21568627.451,262061249.03,1363812.99,260697436.04,12.086881,12.068038,0.001561,500,0.0,,,,,0,
2026-05-26,FDIV,Global Dividend Fund,Equity,252140371.19,8025483.46,1431515.31,1153384.81,318151.5,21568627.451,261597369.96,1471536.31,260125833.65,12.06038,12.086881,-0.002193,500,-35394.48,,,,,0,
2026-05-27,FDIV,Global Dividend Fund,Equity,249172284.36,7838862.85,1392226.88,1120807.88,326061.73,21568627.451,258403374.09,1446869.61,256956504.48,11.913438,12.06038,-0.012184,500,281740.9,,,,,0,
2026-05-28,FDIV,Global Dividend Fund,Equity,246591145.89,7794132.78,1407290.71,1176673.75,333890.02,21568627.451,255792569.38,1510563.77,254282005.61,11.789438,11.913438,-0.010408,500,769078.43,,,,,0,
2026-05-29,FDIV,Global Dividend Fund,Equity,244740936.43,7550983.79,1382985.78,1195237.88,341659.58,21568627.451,253674906.0,1536897.46,252138008.54,11.690035,11.789438,-0.008432,500,376295.57,,,,,0,
2026-06-01,FDIV,Global Dividend Fund,Equity,244046226.69,7551771.51,1330144.87,1314231.7,349407.07,21568627.451,252928143.07,1663638.77,251264504.3,11.649536,11.690035,-0.003464,500,-275884.03,,,,,0,
2026-06-02,FDIV,Global Dividend Fund,Equity,248786643.83,7699474.11,1344634.95,1318417.04,357305.06,21568627.451,257830752.89,1675722.1,256155030.79,11.876279,11.649536,0.019464,500,-447315.91,,,,,0,
2026-06-03,FDIV,Global Dividend Fund,Equity,243608724.99,7763362.05,1233396.27,1275387.12,365038.67,21568627.451,252605483.31,1640425.79,250965057.52,11.635653,11.876279,-0.020261,500,-292188.02,,,,,0,
2026-06-04,FDIV,Global Dividend Fund,Equity,239958934.89,7713591.43,1331497.59,1177773.65,372656.42,21568627.451,249004023.91,1550430.07,247453593.84,11.472848,11.635653,-0.013992,500,290352.65,,,,,0,
2026-06-05,FDIV,Global Dividend Fund,Equity,240977783.37,7749111.3,1300050.85,1210990.33,380306.51,21568627.451,250026945.52,1591296.84,248435648.68,11.51838,11.472848,0.003969,500,680683.28,,,,,0,
2026-06-08,FDIV,Global Dividend Fund,Equity,242673712.82,7615341.21,1253495.74,1247026.65,388010.43,21568627.451,251542549.77,1635037.08,249907512.69,11.586621,11.51838,0.005925,500,409685.25,,,,,0,
2026-06-09,FDIV,Global Dividend Fund,Equity,242000523.49,7594112.98,1177394.65,1278677.66,395692.99,21568627.451,250772031.12,1674370.65,249097660.47,11.549073,11.586621,-0.003241,500,455427.24,,,,,0,
2026-06-10,FDIV,Global Dividend Fund,Equity,240968294.36,7600161.98,1147116.04,1269398.98,403342.78,21568627.451,249715572.38,1672741.76,248042830.62,11.500168,11.549073,-0.004235,500,795133.46,,,,,0,
2026-06-11,FDIV,Global Dividend Fund,Equity,240196176.18,7482487.06,1186340.91,1254884.49,410968.05,21568627.451,248865004.15,1665852.54,247199151.61,11.461052,11.500168,-0.003401,500,-586487.57,,,,,0,
2026-06-12,FDIV,Global Dividend Fund,Equity,243483555.94,7497178.13,1093504.21,1330934.25,418697.69,21568627.451,252074238.28,1749631.94,250324606.34,11.605959,11.461052,0.012643,500,-437592.08,,,,,0,
2026-06-15,FDIV,Global Dividend Fund,Equity,238975217.76,7486345.67,1003791.29,1348202.97,426284.2,21568627.451,247465354.72,1774487.17,245690867.55,11.391122,11.605959,-0.018511,500,252210.11,,,,,0,
2026-06-16,FDIV,Global Dividend Fund,Equity,238098932.69,7556941.42,1006161.75,1376654.87,433842.9,21568627.451,246662035.86,1810497.77,244851538.09,11.352208,11.391122,-0.003416,500,899725.39,,,,,0,
2026-06-17,FDIV,Global Dividend Fund,Equity,241804590.06,7689694.27,969661.94,1320878.24,441519.24,21568627.451,250463946.27,1762397.48,248701548.79,11.530708,11.352208,0.015724,500,-313708.89,,,,,0,
2026-06-18,FDIV,Global Dividend Fund,Equity,241559952.33,7900935.18,884549.89,1318841.03,449187.81,21568627.451,250345437.4,1768028.84,248577408.56,11.524953,11.530708,-0.000499,500,-329998.64,,,,,0,
2026-06-19,FDIV,Global Dividend Fund,Equity,243643510.84,7907574.62,739899.56,1341849.99,456922.52,21568627.451,252290985.02,1798772.51,250492212.51,11.61373,11.524953,0.007703,500,49324.56,,,,,0,
