TradeID,TradeDate,TradeTime,Symbol,AssetClass,Side,Quantity,Price,GrossNotional,Fees,Venue,ClearingMember,Key
T100217,2026-06-30,12:18:51,SUNPHARMA,Equity,SELL,150,1723.84,258576.0,90.5,NSE,QE-CLEARING,T100217
T100218,2026-06-30,15:20:57,BAJFINANCE,Equity,BUY,200,7178.43,1435686.0,502.49,BSE,QE-CLEARING,T100218
T100219,2026-06-30,09:34:49,BAJFINANCE,Equity,SELL,50,7165.85,358292.5,125.4,BSE,QE-CLEARING,T100219
T100220,2026-06-30,12:17:06,SUNPHARMA,Equity,SELL,50,1714.45,85722.5,30.0,NSE,QE-CLEARING,T100220
T100221,2026-06-30,12:58:44,MARUTI,Equity,BUY,150,12655.85,1898377.5,664.43,NSE,QE-CLEARING,T100221
T100222,2026-06-30,14:14:08,HDFCBANK,Equity,SELL,100,1683.6,168360.0,58.93,BSE,QE-CLEARING,T100222
T100223,2026-06-30,14:57:27,ICICIBANK,Equity,BUY,300,1241.69,372507.0,130.38,BSE,QE-CLEARING,T100223
T100224,2026-06-30,12:51:01,RELIANCE,Equity,SELL,150,1421.85,213277.5,74.65,NSE,QE-CLEARING,T100224
T100225,2026-06-30,11:03:28,HDFCBANK,Equity,SELL,150,1682.99,252448.5,88.36,NSE,QE-CLEARING,T100225
T100226,2026-06-30,15:27:36,RELIANCE,Equity,SELL,200,1417.35,283470.0,99.21,BSE,QE-CLEARING,T100226
T100227,2026-06-30,12:12:42,RELIANCE,Equity,BUY,200,1419.49,283898.0,99.36,BSE,QE-CLEARING,T100227
T100228,2026-06-30,09:11:09,ITC,Equity,BUY,50,446.76,22338.0,7.82,NSE,QE-CLEARING,T100228
T100229,2026-06-30,09:21:47,LT,Equity,SELL,150,3612.17,541825.5,189.64,NSE,QE-CLEARING,T100229
T100230,2026-06-30,11:22:17,AXISBANK,Equity,BUY,50,1128.83,56441.5,19.75,NSE,QE-CLEARING,T100230
T100231,2026-06-30,09:29:00,BAJFINANCE,Equity,SELL,50,7151.91,357595.5,125.16,NSE,QE-CLEARING,T100231
T100232,2026-06-30,15:54:18,SBIN,Equity,BUY,50,814.62,40731.0,14.26,NSE,QE-CLEARING,T100232
T100233,2026-06-30,10:41:48,MARUTI,Equity,SELL,300,12640.58,3792174.0,1327.26,BSE,QE-CLEARING,T100233
T100234,2026-06-30,11:37:17,MARUTI,Equity,SELL,500,12655.06,6327530.0,2214.64,NSE,QE-CLEARING,T100234
T100235,2026-06-30,09:04:25,TCS,Equity,SELL,75,3901.25,292593.75,102.41,NSE,QE-CLEARING,T100235
T100236,2026-06-30,15:06:09,ICICIBANK,Equity,SELL,50,1241.36,62068.0,21.72,BSE,QE-CLEARING,T100236
T100237,2026-06-30,15:53:06,HDFCBANK,Equity,SELL,250,1685.39,421347.5,147.47,BSE,QE-CLEARING,T100237
T100238,2026-06-30,11:19:11,TATAMOTORS,Equity,SELL,300,984.74,295422.0,103.4,BSE,QE-CLEARING,T100238
T100239,2026-06-30,13:53:08,BHARTIARTL,Equity,BUY,100,1581.8,158180.0,55.36,BSE,QE-CLEARING,T100239
T100240,2026-06-30,15:45:16,LT,Equity,BUY,50,3607.16,180358.0,63.13,NSE,QE-CLEARING,T100240
T100241,2026-06-30,10:00:07,KOTAKBANK,Equity,BUY,200,1793.57,358714.0,125.55,NSE,QE-CLEARING,T100241
T100242,2026-06-30,14:37:18,AXISBANK,Equity,BUY,500,1134.37,567185.0,198.51,BSE,QE-CLEARING,T100242
T100243,2026-06-30,13:34:31,AXISBANK,Equity,SELL,100,1131.79,113179.0,39.61,NSE,QE-CLEARING,T100243
T100244,2026-06-30,15:28:16,HINDUNILVR,Equity,SELL,150,2367.2,355080.0,124.28,NSE,QE-CLEARING,T100244
T100245,2026-06-30,13:10:37,HINDUNILVR,Equity,BUY,300,2362.66,708798.0,248.08,NSE,QE-CLEARING,T100245
T100246,2026-06-30,15:21:59,BHARTIARTL,Equity,BUY,75,1579.74,118480.5,41.47,NSE,QE-CLEARING,T100246
T100247,2026-06-30,13:41:34,BHARTIARTL,Equity,SELL,150,1584.31,237646.5,83.18,NSE,QE-CLEARING,T100247
T100248,2026-06-30,11:42:35,TATAMOTORS,Equity,SELL,300,981.61,294483.0,103.07,NSE,QE-CLEARING,T100248
T100249,2026-06-30,14:40:53,AXISBANK,Equity,SELL,150,1130.33,169549.5,59.34,NSE,QE-CLEARING,T100249
T100250,2026-06-30,09:32:17,SUNPHARMA,Equity,SELL,450,1715.27,771871.5,270.16,NSE,QE-CLEARING,T100250
T100251,2026-06-30,11:18:31,HDFCBANK,Equity,SELL,100,1686.72,168672.0,59.04,NSE,QE-CLEARING,T100251
T100252,2026-06-30,10:11:11,HDFCBANK,Equity,BUY,500,1689.8,844900.0,295.71,BSE,QE-CLEARING,T100252
T100253,2026-06-30,14:43:30,SBIN,Equity,BUY,75,814.12,61059.0,21.37,NSE,QE-CLEARING,T100253
T100254,2026-06-30,12:02:51,TCS,Equity,BUY,500,3901.25,1950625.0,682.72,BSE,QE-CLEARING,T100254
T100255,2026-06-30,14:06:45,ITC,Equity,BUY,75,447.65,33573.75,11.75,BSE,QE-CLEARING,T100255
T100256,2026-06-30,11:43:59,ICICIBANK,Equity,BUY,200,1238.34,247668.0,86.68,NSE,QE-CLEARING,T100256
T100257,2026-06-30,13:59:01,ICICIBANK,Equity,BUY,250,1241.27,310317.5,108.61,NSE,QE-CLEARING,T100257
T100258,2026-06-30,11:52:53,SBIN,Equity,SELL,250,814.25,203562.5,71.25,NSE,QE-CLEARING,T100258
T100259,2026-06-30,14:51:57,SUNPHARMA,Equity,BUY,75,1721.94,129145.5,45.2,NSE,QE-CLEARING,T100259
T100260,2026-06-30,15:31:45,KOTAKBANK,Equity,SELL,100,1796.63,179663.0,62.88,NSE,QE-CLEARING,T100260
T100261,2026-06-30,11:37:51,SUNPHARMA,Equity,SELL,75,1716.22,128716.5,45.05,BSE,QE-CLEARING,T100261
T100262,2026-06-30,10:34:56,BAJFINANCE,Equity,SELL,500,7165.88,3582940.0,1254.03,NSE,QE-CLEARING,T100262
T100263,2026-06-30,13:07:53,LT,Equity,SELL,200,3630.13,726026.0,254.11,BSE,QE-CLEARING,T100263
T100264,2026-06-30,10:53:28,BAJFINANCE,Equity,BUY,150,7166.67,1075000.5,376.25,NSE,QE-CLEARING,T100264
T100265,2026-06-30,13:04:52,BHARTIARTL,Equity,BUY,200,1587.26,317452.0,110.94,NSE,QE-CLEARING,T100265
T100266,2026-06-30,09:06:49,LT,Equity,SELL,250,3619.39,904847.5,316.7,NSE,QE-CLEARING,T100266
T100267,2026-06-30,11:21:39,KOTAKBANK,Equity,SELL,100,1791.94,179194.0,62.72,NSE,QE-CLEARING,T100267
T100268,2026-06-30,15:54:13,RELIANCE,Equity,BUY,250,1419.43,354857.5,124.2,NSE,QE-CLEARING,T100268
T100269,2026-06-30,09:36:06,SBIN,Equity,SELL,500,813.64,406820.0,142.39,NSE,QE-CLEARING,T100269
T100270,2026-06-30,09:58:14,BHARTIARTL,Equity,SELL,200,1582.71,316542.0,110.79,NSE,QE-CLEARING,T100270
T100271,2026-06-30,15:19:46,SUNPHARMA,Equity,BUY,500,1714.29,857145.0,300.0,BSE,QE-CLEARING,T100271
T100272,2026-06-30,15:22:36,BHARTIARTL,Equity,SELL,150,1583.4,237510.0,83.13,BSE,QE-CLEARING,T100272
T100273,2026-06-30,12:28:09,INFY,Equity,SELL,100,1555.66,155566.0,54.45,NSE,QE-CLEARING,T100273
T100274,2026-06-30,09:40:31,AXISBANK,Equity,SELL,150,1127.34,169101.0,59.19,BSE,QE-CLEARING,T100274
T100275,2026-06-30,11:04:43,MARUTI,Equity,BUY,150,12688.41,1903261.5,666.14,BSE,QE-CLEARING,T100275
T100276,2026-06-30,09:27:29,TCS,Equity,BUY,75,3896.38,292228.5,102.28,NSE,QE-CLEARING,T100276
T100277,2026-06-30,14:43:42,TCS,Equity,SELL,500,3891.56,1945780.0,681.02,BSE,QE-CLEARING,T100277
T100278,2026-06-30,09:35:53,LT,Equity,SELL,200,3608.56,721712.0,252.6,BSE,QE-CLEARING,T100278
T100279,2026-06-30,10:07:39,ICICIBANK,Equity,BUY,300,1235.82,370746.0,129.76,BSE,QE-CLEARING,T100279
T100280,2026-06-30,14:04:29,HDFCBANK,Equity,BUY,75,1687.88,126591.0,44.31,BSE,QE-CLEARING,T100280
T100281,2026-06-30,14:17:53,ICICIBANK,Equity,SELL,500,1244.64,622320.0,217.81,NSE,QE-CLEARING,T100281
T100282,2026-06-30,13:37:03,SUNPHARMA,Equity,BUY,75,1726.53,129489.75,45.32,BSE,QE-CLEARING,T100282
T100283,2026-06-30,10:27:58,TATAMOTORS,Equity,BUY,75,983.59,73769.25,25.82,BSE,QE-CLEARING,T100283
T100284,2026-06-30,09:09:09,LT,Equity,BUY,100,3620.78,362078.0,126.73,BSE,QE-CLEARING,T100284
T100285,2026-06-30,12:34:21,TATAMOTORS,Equity,SELL,75,988.71,74153.25,25.95,BSE,QE-CLEARING,T100285
T100286,2026-06-30,10:00:11,AXISBANK,Equity,SELL,50,1131.67,56583.5,19.8,NSE,QE-CLEARING,T100286
T100287,2026-06-30,11:47:01,ICICIBANK,Equity,SELL,150,1244.55,186682.5,65.34,NSE,QE-CLEARING,T100287
T100288,2026-06-30,11:29:52,ITC,Equity,BUY,250,446.45,111612.5,39.06,BSE,QE-CLEARING,T100288
T100289,2026-06-30,09:59:24,LT,Equity,BUY,500,3608.07,1804035.0,631.41,NSE,QE-CLEARING,T100289
T100290,2026-06-30,11:41:32,RELIANCE,Equity,SELL,250,1424.92,356230.0,124.68,NSE,QE-CLEARING,T100290
T100291,2026-06-30,12:44:06,AXISBANK,Equity,BUY,50,1132.64,56632.0,19.82,NSE,QE-CLEARING,T100291
T100292,2026-06-30,11:03:38,RELIANCE,Equity,BUY,500,1426.59,713295.0,248.91,BSE,QE-CLEARING,T100292
T100293,2026-06-30,10:27:05,BAJFINANCE,Equity,SELL,200,7158.91,1431782.0,501.12,NSE,QE-CLEARING,T100293
T100294,2026-06-30,10:32:03,LT,Equity,BUY,150,3606.89,541033.5,189.36,NSE,QE-CLEARING,T100294
T100295,2026-06-30,12:42:41,SBIN,Equity,SELL,250,814.81,203702.5,71.3,BSE,QE-CLEARING,T100295
T100296,2026-06-30,12:28:06,LT,Equity,SELL,100,3631.28,363128.0,127.09,NSE,QE-CLEARING,T100296
T100297,2026-06-30,11:00:56,RELIANCE,Equity,BUY,75,1416.76,106257.0,37.19,NSE,QE-CLEARING,T100297
T100298,2026-06-30,09:15:22,KOTAKBANK,Equity,SELL,150,1791.13,268669.5,94.03,BSE,QE-CLEARING,T100298
T100299,2026-06-30,15:51:49,ICICIBANK,Equity,SELL,100,1237.25,123725.0,43.3,BSE,QE-CLEARING,T100299
T100300,2026-06-30,14:44:15,LT,Equity,BUY,200,3607.17,721434.0,252.5,BSE,QE-CLEARING,T100300
T100301,2026-06-30,11:51:28,NIFTY-FUT,Future,SELL,75,24823.65,1861773.75,372.35,BSE,QE-CLEARING,T100301
T100302,2026-06-30,15:28:51,NIFTY-FUT,Future,SELL,100,24784.86,2478486.0,495.7,BSE,QE-CLEARING,T100302
T100303,2026-06-30,10:52:15,FINNIFTY-FUT,Future,BUY,80,26051.69,2084135.2,416.83,NSE,QE-CLEARING,T100303
T100304,2026-06-30,12:29:38,NIFTY-FUT,Future,BUY,50,24875.55,1243777.5,248.76,NSE,QE-CLEARING,T100304
T100305,2026-06-30,10:51:45,FINNIFTY-FUT,Future,BUY,200,26181.65,5236330.0,1047.27,NSE,QE-CLEARING,T100305
T100306,2026-06-30,11:53:47,FINNIFTY-FUT,Future,SELL,80,26083.94,2086715.2,417.34,BSE,QE-CLEARING,T100306
T100307,2026-06-30,09:56:01,BANKNIFTY-FUT,Future,BUY,30,55222.75,1656682.5,331.34,NSE,QE-CLEARING,T100307
T100308,2026-06-30,13:25:30,NIFTY-FUT,Future,BUY,200,24830.17,4966034.0,993.21,NSE,QE-CLEARING,T100308
T100309,2026-06-30,12:50:26,NIFTY-FUT,Future,BUY,50,24920.64,1246032.0,249.21,NSE,QE-CLEARING,T100309
T100310,2026-06-30,09:24:23,BANKNIFTY-FUT,Future,SELL,60,55235.41,3314124.6,662.82,NSE,QE-CLEARING,T100310
T100311,2026-06-30,14:49:17,BANKNIFTY-FUT,Future,SELL,60,55256.67,3315400.2,663.08,NSE,QE-CLEARING,T100311
T100312,2026-06-30,10:07:57,FINNIFTY-FUT,Future,SELL,120,26185.73,3142287.6,628.46,BSE,QE-CLEARING,T100312
T100313,2026-06-30,11:47:37,NIFTY-FUT,Future,BUY,250,24790.75,6197687.5,1239.54,NSE,QE-CLEARING,T100313
T100314,2026-06-30,09:06:47,FINNIFTY-FUT,Future,BUY,160,26057.02,4169123.2,833.82,BSE,QE-CLEARING,T100314
T100315,2026-06-30,14:09:07,BANKNIFTY-FUT,Future,SELL,45,55219.16,2484862.2,496.97,BSE,QE-CLEARING,T100315
T100316,2026-06-30,15:22:29,FINNIFTY-FUT,Future,BUY,120,26044.6,3125352.0,624.13,NSE,QE-CLEARING,T100316
T100318,2026-06-30,15:27:55,NIFTY-FUT,Future,SELL,125,24800.95,3100118.75,620.02,BSE,QE-CLEARING,T100318
T100319,2026-06-30,14:13:47,BANKNIFTY-FUT,Future,BUY,30,55357.44,1660723.2,332.14,NSE,QE-CLEARING,T100319
T100320,2026-06-30,12:58:11,FINNIFTY-FUT,Future,BUY,40,26052.82,1042112.8,208.42,BSE,QE-CLEARING,T100320
T100321,2026-06-30,15:38:51,NIFTY-FUT,Future,BUY,50,24929.75,1246487.5,249.3,BSE,QE-CLEARING,T100321
T100322,2026-06-30,11:52:56,FINNIFTY-FUT,Future,SELL,320,26110.54,8355372.8,1671.07,BSE,QE-CLEARING,T100322
T100323,2026-06-30,10:20:04,FINNIFTY-FUT,Future,BUY,200,26139.42,5227884.0,1045.58,BSE,QE-CLEARING,T100323
T100324,2026-06-30,10:52:41,NIFTY-FUT,Future,BUY,50,24885.12,1244256.0,248.85,NSE,QE-CLEARING,T100324
T100325,2026-06-30,12:02:59,NIFTY-FUT,Future,SELL,25,24932.77,623319.25,124.66,BSE,QE-CLEARING,T100325
T100326,2026-06-30,10:18:50,NIFTY-FUT,Future,SELL,50,24864.39,1243219.5,248.64,BSE,QE-CLEARING,T100326
T100327,2026-06-30,11:41:19,BANKNIFTY-FUT,Future,SELL,15,55306.85,829602.75,165.92,NSE,QE-CLEARING,T100327
T100328,2026-06-30,14:47:42,BANKNIFTY-FUT,Future,BUY,45,55141.59,2481371.55,496.27,BSE,QE-CLEARING,T100328
T100329,2026-06-30,15:14:37,BANKNIFTY-FUT,Future,SELL,150,55394.72,8309208.0,1661.84,NSE,QE-CLEARING,T100329
T100330,2026-06-30,15:58:37,BANKNIFTY-FUT,Future,BUY,150,55111.42,8266713.0,1653.34,BSE,QE-CLEARING,T100330
T100331,2026-06-30,10:36:47,BANKNIFTY-FUT,Future,BUY,150,55342.51,8301376.5,1660.28,NSE,QE-CLEARING,T100331
T100332,2026-06-30,11:29:44,BANKNIFTY-FUT,Future,SELL,45,55290.33,2488064.85,497.61,NSE,QE-CLEARING,T100332
T100333,2026-06-30,11:38:52,FINNIFTY-FUT,Future,BUY,200,26199.35,5239870.0,1047.97,BSE,QE-CLEARING,T100333
T100334,2026-06-30,12:47:44,NIFTY-FUT,Future,SELL,25,24790.33,619758.25,123.95,BSE,QE-CLEARING,T100334
T100335,2026-06-30,10:23:09,BANKNIFTY-FUT,Future,BUY,60,55246.0,3314760.0,662.95,NSE,QE-CLEARING,T100335
T100336,2026-06-30,15:36:39,FINNIFTY-FUT,Future,SELL,80,26182.84,2094627.2,418.93,BSE,QE-CLEARING,T100336
T100337,2026-06-30,11:23:04,NIFTY-FUT,Future,BUY,200,24842.35,4968470.0,993.69,BSE,QE-CLEARING,T100337
T100338,2026-06-30,14:24:17,BANKNIFTY-FUT,Future,SELL,150,55013.95,8252092.5,1650.42,BSE,QE-CLEARING,T100338
T100339,2026-06-30,12:16:21,NIFTY-FUT,Future,BUY,25,24870.31,621757.75,124.35,BSE,QE-CLEARING,T100339
T100340,2026-06-30,15:29:05,BANKNIFTY-FUT,Future,SELL,60,55334.4,3320064.0,664.01,BSE,QE-CLEARING,T100340
T100341,2026-06-30,15:41:35,FINNIFTY-FUT,Future,SELL,80,26170.88,2093670.4,418.73,BSE,QE-CLEARING,T100341
T100342,2026-06-30,14:12:13,NIFTY-FUT,Future,BUY,100,24815.59,2481559.0,496.31,BSE,QE-CLEARING,T100342
T100343,2026-06-30,10:11:59,FINNIFTY-FUT,Future,SELL,160,26179.34,4188694.4,837.74,BSE,QE-CLEARING,T100343
T100344,2026-06-30,12:31:01,FINNIFTY-FUT,Future,BUY,400,26153.63,10461452.0,2092.29,NSE,QE-CLEARING,T100344
T100345,2026-06-30,12:16:40,NIFTY-FUT,Future,BUY,125,24878.63,3109828.75,621.97,BSE,QE-CLEARING,T100345
T100346,2026-06-30,12:42:38,BANKNIFTY-FUT,Future,BUY,15,55402.7,831040.5,166.21,NSE,QE-CLEARING,T100346
T100347,2026-06-30,13:20:41,BANKNIFTY-FUT,Future,BUY,120,54997.32,6599678.4,1319.94,NSE,QE-CLEARING,T100347
T100348,2026-06-30,11:52:49,BANKNIFTY-FUT,Future,BUY,150,55243.12,8286468.0,1657.29,NSE,QE-CLEARING,T100348
T100349,2026-06-30,10:27:31,BANKNIFTY-FUT,Future,BUY,150,54986.04,8247906.0,1649.58,NSE,QE-CLEARING,T100349
T100350,2026-06-30,11:51:32,NIFTY-FUT,Future,SELL,75,24764.8,1857360.0,371.47,NSE,QE-CLEARING,T100350
T100351,2026-06-30,14:19:48,FINNIFTY-FUT,Future,BUY,200,26177.06,5235412.0,1047.08,NSE,QE-CLEARING,T100351
T100352,2026-06-30,10:18:50,BANKNIFTY-FUT,Future,SELL,30,55195.15,1655854.5,331.17,NSE,QE-CLEARING,T100352
T100353,2026-06-30,11:54:04,BANKNIFTY-FUT,Future,BUY,150,55340.39,8301058.5,1660.21,NSE,QE-CLEARING,T100353
T100354,2026-06-30,13:57:00,FINNIFTY-FUT,Future,SELL,200,26105.14,5221028.0,1044.21,BSE,QE-CLEARING,T100354
T100355,2026-06-30,11:25:42,BANKNIFTY-FUT,Future,SELL,150,55345.07,8301760.5,1660.35,NSE,QE-CLEARING,T100355
T100356,2026-06-30,09:46:23,FINNIFTY-FUT,Future,BUY,80,26094.32,2087545.6,417.51,BSE,QE-CLEARING,T100356
T100357,2026-06-30,12:42:32,FINNIFTY-FUT,Future,BUY,160,26082.94,4173270.4,834.65,BSE,QE-CLEARING,T100357
T100358,2026-06-30,14:41:49,BANKNIFTY-FUT,Future,SELL,75,55008.24,4125618.0,825.12,BSE,QE-CLEARING,T100358
T100359,2026-06-30,14:21:45,NIFTY-FUT,Future,BUY,75,24834.37,1862577.75,372.52,BSE,QE-CLEARING,T100359
T100360,2026-06-30,14:41:12,NIFTY-FUT,Future,SELL,25,24928.32,623208.0,124.64,BSE,QE-CLEARING,T100360
T100361,2026-06-30,14:13:45,BANKNIFTY-FUT,Future,SELL,150,55120.29,8268043.5,1653.61,NSE,QE-CLEARING,T100361
T100362,2026-06-30,15:41:56,NIFTY-FUT,Future,BUY,25,24911.91,622797.75,124.56,NSE,QE-CLEARING,T100362
T100363,2026-06-30,14:28:01,BANKNIFTY-FUT,Future,SELL,45,55112.79,2480075.55,496.02,BSE,QE-CLEARING,T100363
T100364,2026-06-30,11:53:57,FINNIFTY-FUT,Future,SELL,40,26090.89,1043635.6,208.73,NSE,QE-CLEARING,T100364
T100365,2026-06-30,11:20:48,BANKNIFTY-FUT,Future,SELL,60,55018.17,3301090.2,660.22,NSE,QE-CLEARING,T100365
T100366,2026-06-30,13:37:24,BANKNIFTY-FUT,Future,BUY,60,55141.76,3308505.6,661.7,NSE,QE-CLEARING,T100366
T100367,2026-06-30,15:21:06,NIFTY-FUT,Future,SELL,100,24796.13,2479613.0,495.92,BSE,QE-CLEARING,T100367
T100368,2026-06-30,10:45:06,BANKNIFTY-FUT,Future,BUY,75,54993.36,4124502.0,824.9,BSE,QE-CLEARING,T100368
T100369,2026-06-30,15:28:31,NIFTY-FUT,Future,BUY,250,24773.2,6193300.0,1238.66,BSE,QE-CLEARING,T100369
T100370,2026-06-30,09:00:28,NIFTY-FUT,Future,BUY,250,24905.22,6226305.0,1245.26,BSE,QE-CLEARING,T100370
T100371,2026-06-30,13:53:00,FINNIFTY-FUT,Future,SELL,40,26118.56,1044742.4,208.95,NSE,QE-CLEARING,T100371
T100372,2026-06-30,13:05:16,NIFTY-FUT,Future,BUY,50,24878.19,1243909.5,248.78,NSE,QE-CLEARING,T100372
T100373,2026-06-30,12:08:15,FINNIFTY-FUT,Future,BUY,200,26173.22,5234644.0,1046.93,BSE,QE-CLEARING,T100373
T100374,2026-06-30,15:57:49,FINNIFTY-FUT,Future,BUY,160,26049.34,4167894.4,833.58,BSE,QE-CLEARING,T100374
T100375,2026-06-30,14:22:28,BANKNIFTY-FUT,Future,BUY,30,55371.75,1661152.5,332.23,BSE,QE-CLEARING,T100375
T100376,2026-06-30,15:45:48,BANKNIFTY-FUT,Future,BUY,75,55293.0,4146975.0,829.4,BSE,QE-CLEARING,T100376
T100377,2026-06-30,12:59:27,NIFTY-FUT,Future,BUY,100,24819.15,2481915.0,496.38,NSE,QE-CLEARING,T100377
T100378,2026-06-30,09:35:51,NIFTY-FUT,Future,BUY,25,24885.58,622139.5,124.43,BSE,QE-CLEARING,T100378
T100379,2026-06-30,14:57:13,NIFTY-FUT,Future,SELL,250,24787.99,6196997.5,1239.4,BSE,QE-CLEARING,T100379
T100380,2026-06-30,11:52:56,BANKNIFTY-FUT,Future,BUY,120,55062.62,6607514.4,1321.5,BSE,QE-CLEARING,T100380
T100381,2026-06-30,15:07:57,BANKNIFTY-FUT,Future,BUY,60,55285.44,3317126.4,663.43,NSE,QE-CLEARING,T100381
T100382,2026-06-30,14:02:42,FINNIFTY-FUT,Future,BUY,40,26083.57,1043342.8,208.67,NSE,QE-CLEARING,T100382
T100383,2026-06-30,10:29:10,FINNIFTY-FUT,Future,BUY,200,26069.16,5213832.0,1042.77,NSE,QE-CLEARING,T100383
T100384,2026-06-30,10:30:37,FINNIFTY-FUT,Future,BUY,40,26199.33,1047973.2,209.59,BSE,QE-CLEARING,T100384
T100385,2026-06-30,11:27:27,NIFTY-FUT,Future,SELL,100,24889.23,2488923.0,497.78,BSE,QE-CLEARING,T100385
T100386,2026-06-30,13:33:39,FINNIFTY-FUT,Future,SELL,400,26201.05,10480420.0,2096.08,NSE,QE-CLEARING,T100386
T100387,2026-06-30,15:55:32,NIFTY-FUT,Future,BUY,200,24877.03,4975406.0,995.08,NSE,QE-CLEARING,T100387
T100388,2026-06-30,11:21:56,BANKNIFTY-FUT,Future,BUY,120,55387.96,6646555.2,1329.31,BSE,QE-CLEARING,T100388
T100389,2026-06-30,12:30:49,FINNIFTY-FUT,Future,SELL,400,26146.99,10458796.0,2091.76,BSE,QE-CLEARING,T100389
T100390,2026-06-30,14:03:44,FINNIFTY-FUT,Future,SELL,320,26105.4,8353728.0,1670.75,NSE,QE-CLEARING,T100390
T100391,2026-06-30,15:35:40,BANKNIFTY-55500-PE,Option,SELL,150,387.63,58144.5,29.07,BSE,QE-CLEARING,T100391
T100392,2026-06-30,13:44:45,NIFTY-24800-CE,Option,SELL,75,181.97,13647.75,6.82,BSE,QE-CLEARING,T100392
T100393,2026-06-30,15:56:40,NIFTY-25000-PE,Option,SELL,100,145.83,14583.0,7.29,NSE,QE-CLEARING,T100393
T100394,2026-06-30,09:03:10,BANKNIFTY-55000-CE,Option,BUY,45,409.28,18417.6,9.21,BSE,QE-CLEARING,T100394
T100395,2026-06-30,12:05:38,NIFTY-25000-PE,Option,BUY,75,146.16,10962.0,5.48,BSE,QE-CLEARING,T100395
T100396,2026-06-30,09:09:12,BANKNIFTY-55500-PE,Option,SELL,120,387.83,46539.6,23.27,BSE,QE-CLEARING,T100396
T100397,2026-06-30,13:07:46,NIFTY-24800-CE,Option,SELL,200,181.37,36274.0,18.14,BSE,QE-CLEARING,T100397
T100398,2026-06-30,09:05:01,BANKNIFTY-55500-PE,Option,SELL,75,387.22,29041.5,14.52,BSE,QE-CLEARING,T100398
T100399,2026-06-30,09:24:38,NIFTY-25000-PE,Option,SELL,250,145.68,36420.0,18.21,NSE,QE-CLEARING,T100399
T100400,2026-06-30,11:36:25,BANKNIFTY-55000-CE,Option,BUY,60,409.01,24540.6,12.27,BSE,QE-CLEARING,T100400
T100401,2026-06-30,11:16:10,NIFTY-25000-PE,Option,BUY,125,146.18,18272.5,9.14,BSE,QE-CLEARING,T100401
T100402,2026-06-30,11:29:58,BANKNIFTY-55000-CE,Option,SELL,30,409.64,12289.2,6.14,BSE,QE-CLEARING,T100402
T100403,2026-06-30,10:59:21,NIFTY-25000-PE,Option,SELL,125,145.75,18218.75,9.11,NSE,QE-CLEARING,T100403
T100404,2026-06-30,15:29:15,NIFTY-24800-CE,Option,SELL,100,181.32,18132.0,9.07,BSE,QE-CLEARING,T100404
T100405,2026-06-30,13:56:56,BANKNIFTY-55500-PE,Option,BUY,75,388.78,29158.5,14.58,BSE,QE-CLEARING,T100405
T100406,2026-06-30,11:50:34,NIFTY-24800-CE,Option,SELL,50,181.56,9078.0,4.54,NSE,QE-CLEARING,T100406
T100407,2026-06-30,14:02:03,NIFTY-24800-CE,Option,BUY,50,182.42,9121.0,4.56,NSE,QE-CLEARING,T100407
T100408,2026-06-30,15:39:34,BANKNIFTY-55000-CE,Option,BUY,60,411.07,24664.2,12.33,BSE,QE-CLEARING,T100408
T100409,2026-06-30,09:35:49,BANKNIFTY-55500-PE,Option,BUY,150,388.4,58260.0,29.13,NSE,QE-CLEARING,T100409
T100410,2026-06-30,10:35:55,BANKNIFTY-55500-PE,Option,BUY,75,388.4,29130.0,14.56,BSE,QE-CLEARING,T100410
T100411,2026-06-30,10:28:23,NIFTY-25000-PE,Option,SELL,100,145.66,14566.0,7.28,BSE,QE-CLEARING,T100411
T100412,2026-06-30,10:49:33,NIFTY-25000-PE,Option,SELL,200,146.38,29276.0,14.64,NSE,QE-CLEARING,T100412
T100413,2026-06-30,09:30:56,BANKNIFTY-55500-PE,Option,BUY,45,388.35,17475.75,8.74,BSE,QE-CLEARING,T100413
T100414,2026-06-30,11:49:50,BANKNIFTY-55500-PE,Option,SELL,120,387.49,46498.8,23.25,BSE,QE-CLEARING,T100414
T100415,2026-06-30,13:19:35,NIFTY-25000-PE,Option,BUY,25,145.92,3648.0,1.82,BSE,QE-CLEARING,T100415
T100416,2026-06-30,15:55:07,NIFTY-24800-CE,Option,BUY,100,181.69,18169.0,9.08,NSE,QE-CLEARING,T100416
T100417,2026-06-30,15:56:07,NIFTY-25000-PE,Option,SELL,250,146.03,36507.5,19.71,NSE,QE-CLEARING,T100417
T100418,2026-06-30,15:33:35,BANKNIFTY-55000-CE,Option,BUY,60,410.41,24624.6,12.31,BSE,QE-CLEARING,T100418
T100419,2026-06-30,13:34:30,NIFTY-25000-PE,Option,SELL,100,145.77,14577.0,7.29,BSE,QE-CLEARING,T100419
T100420,2026-06-30,14:23:15,NIFTY-25000-PE,Option,BUY,25,146.27,3656.75,1.83,BSE,QE-CLEARING,T100420
T100421,2026-06-30,15:41:00,NIFTY-25000-PE,Option,SELL,75,145.82,10936.5,5.47,BSE,QE-CLEARING,T100421
T100422,2026-06-30,12:32:17,NIFTY-24800-CE,Option,SELL,25,181.65,4541.25,2.27,NSE,QE-CLEARING,T100422
