TradeID,Symbol,AssetClass,Venue,IntSide,ExchSide,IntQty,ExchQty,IntPrice,ExchPrice,IntFees,ExchFees,IntNotional,ExchNotional,InInternal,InExchange,BreakType,IsBreak,BreakNotional
T100186,ITC,Equity,BSE,BUY,BUY,200,200,448.23,448.23,31.38,31.38,89646.0,89646.0,1,1,MATCHED,0,0.0
T100187,MARUTI,Equity,BSE,BUY,BUY,300,300,12602.68,12602.68,1323.28,1323.28,3780804.0,3780804.0,1,1,MATCHED,0,0.0
T100188,HDFCBANK,Equity,NSE,SELL,SELL,500,500,1685.51,1685.51,294.96,294.96,842755.0,842755.0,1,1,MATCHED,0,0.0
T100189,TCS,Equity,BSE,SELL,SELL,250,250,3891.22,3891.22,340.48,340.48,972805.0,972805.0,1,1,MATCHED,0,0.0
T100190,KOTAKBANK,Equity,BSE,BUY,BUY,250,250,1794.61,1794.61,157.03,157.03,448652.5,448652.5,1,1,MATCHED,0,0.0
T100191,BHARTIARTL,Equity,NSE,BUY,BUY,200,200,1589.13,1589.13,111.24,111.24,317826.0,317826.0,1,1,MATCHED,0,0.0
T100192,HDFCBANK,Equity,BSE,SELL,SELL,200,200,1680.86,1680.86,117.66,117.66,336172.0,336172.0,1,1,MATCHED,0,0.0
T100193,BHARTIARTL,Equity,NSE,BUY,BUY,50,50,1580.39,1580.39,27.66,27.66,79019.5,79019.5,1,1,MATCHED,0,0.0
T100194,TATAMOTORS,Equity,NSE,SELL,SELL,75,75,982.95,982.95,25.8,25.8,73721.25,73721.25,1,1,MATCHED,0,0.0
T100195,SUNPHARMA,Equity,BSE,BUY,BUY,75,75,1716.57,1716.57,45.06,45.06,128742.75,128742.75,1,1,MATCHED,0,0.0
T100196,HINDUNILVR,Equity,NSE,SELL,SELL,50,50,2358.25,2358.25,41.27,41.27,117912.5,117912.5,1,1,MATCHED,0,0.0
T100197,TATAMOTORS,Equity,NSE,BUY,BUY,75,75,983.94,983.94,25.83,25.83,73795.5,73795.5,1,1,MATCHED,0,0.0
T100198,HDFCBANK,Equity,NSE,SELL,SELL,50,50,1681.35,1681.35,29.42,29.42,84067.5,84067.5,1,1,MATCHED,0,0.0
T100199,KOTAKBANK,Equity,BSE,SELL,SELL,50,50,1790.03,1790.03,31.33,31.33,89501.5,89501.5,1,1,MATCHED,0,0.0
T100200,RELIANCE,Equity,BSE,SELL,SELL,250,250,1418.69,1418.69,124.14,124.14,354672.5,354672.5,1,1,MATCHED,0,0.0
T100201,TATAMOTORS,Equity,BSE,SELL,SELL,200,200,988.14,988.14,69.17,69.17,197628.0,197628.0,1,1,MATCHED,0,0.0
T100202,SBIN,Equity,BSE,SELL,SELL,150,150,816.65,816.65,42.87,42.87,122497.5,122497.5,1,1,MATCHED,0,0.0
T100203,AXISBANK,Equity,BSE,SELL,SELL,200,200,1128.46,1128.46,78.99,78.99,225692.0,225692.0,1,1,MATCHED,0,0.0
T100204,INFY,Equity,NSE,BUY,BUY,150,150,1560.3,1560.3,81.92,81.92,234045.0,234045.0,1,1,MATCHED,0,0.0
T100205,HDFCBANK,Equity,BSE,BUY,BUY,200,200,1685.98,1685.98,118.02,118.02,337196.0,337196.0,1,1,MATCHED,0,0.0
T100206,SUNPHARMA,Equity,BSE,SELL,SELL,150,150,1721.7,1721.7,90.39,90.39,258255.0,258255.0,1,1,MATCHED,0,0.0
T100207,RELIANCE,Equity,BSE,SELL,SELL,500,500,1416.41,1416.41,247.87,247.87,708205.0,708205.0,1,1,MATCHED,0,0.0
T100208,HDFCBANK,Equity,BSE,SELL,SELL,200,200,1688.51,1688.51,118.2,118.2,337702.0,337702.0,1,1,MATCHED,0,0.0
T100209,ICICIBANK,Equity,BSE,BUY,BUY,300,300,1241.54,1241.54,130.36,130.36,372462.0,372462.0,1,1,MATCHED,0,0.0
T100210,RELIANCE,Equity,BSE,BUY,BUY,500,500,1422.7,1422.7,248.97,248.97,711350.0,711350.0,1,1,MATCHED,0,0.0
T100211,RELIANCE,Equity,NSE,SELL,SELL,50,50,1421.69,1421.69,24.88,24.88,71084.5,71084.5,1,1,MATCHED,0,0.0
T100212,SBIN,Equity,BSE,SELL,SELL,150,150,815.95,815.95,42.84,42.84,122392.5,122392.5,1,1,MATCHED,0,0.0
T100213,HDFCBANK,Equity,BSE,SELL,,300,,1679.8,,176.38,,503940.0,,1,0,MISSING IN EXCHANGE,1,503940.0
T100214,SUNPHARMA,Equity,NSE,BUY,BUY,100,100,1717.46,1717.46,60.11,60.11,171746.0,171746.0,1,1,MATCHED,0,0.0
T100215,SBIN,Equity,NSE,BUY,BUY,75,75,815.93,815.93,21.42,21.42,61194.75,61194.75,1,1,MATCHED,0,0.0
T100216,LT,Equity,NSE,BUY,BUY,100,100,3631.97,3631.97,127.12,127.12,363197.0,363197.0,1,1,MATCHED,0,0.0
T100217,SUNPHARMA,Equity,NSE,SELL,SELL,150,150,1723.84,1723.84,90.5,90.5,258576.0,258576.0,1,1,MATCHED,0,0.0
T100218,BAJFINANCE,Equity,BSE,BUY,BUY,200,200,7178.43,7178.43,502.49,502.49,1435686.0,1435686.0,1,1,MATCHED,0,0.0
T100219,BAJFINANCE,Equity,BSE,SELL,SELL,50,50,7165.85,7165.85,125.4,125.4,358292.5,358292.5,1,1,MATCHED,0,0.0
T100220,SUNPHARMA,Equity,NSE,SELL,SELL,50,50,1714.45,1714.45,30.0,30.0,85722.5,85722.5,1,1,MATCHED,0,0.0
T100221,MARUTI,Equity,NSE,BUY,BUY,150,150,12655.85,12655.85,664.43,664.43,1898377.5,1898377.5,1,1,MATCHED,0,0.0
T100222,HDFCBANK,Equity,BSE,SELL,SELL,100,100,1683.6,1683.6,58.93,58.93,168360.0,168360.0,1,1,MATCHED,0,0.0
T100223,ICICIBANK,Equity,BSE,BUY,BUY,300,300,1241.69,1241.69,130.38,130.38,372507.0,372507.0,1,1,MATCHED,0,0.0
T100224,RELIANCE,Equity,NSE,SELL,SELL,150,150,1421.85,1421.85,74.65,74.65,213277.5,213277.5,1,1,MATCHED,0,0.0
T100225,HDFCBANK,Equity,NSE,SELL,SELL,150,150,1682.99,1682.99,88.36,88.36,252448.5,252448.5,1,1,MATCHED,0,0.0
T100226,RELIANCE,Equity,BSE,SELL,SELL,200,200,1417.35,1417.35,99.21,99.21,283470.0,283470.0,1,1,MATCHED,0,0.0
T100227,RELIANCE,Equity,BSE,BUY,BUY,200,200,1419.49,1419.49,99.36,99.36,283898.0,283898.0,1,1,MATCHED,0,0.0
T100228,ITC,Equity,NSE,BUY,BUY,50,50,446.76,446.76,7.82,7.82,22338.0,22338.0,1,1,MATCHED,0,0.0
T100229,LT,Equity,NSE,SELL,SELL,150,150,3612.17,3612.17,189.64,189.64,541825.5,541825.5,1,1,MATCHED,0,0.0
T100230,AXISBANK,Equity,NSE,BUY,BUY,50,50,1128.83,1128.83,19.75,19.75,56441.5,56441.5,1,1,MATCHED,0,0.0
T100231,BAJFINANCE,Equity,NSE,SELL,SELL,50,50,7151.91,7151.91,125.16,125.16,357595.5,357595.5,1,1,MATCHED,0,0.0
T100232,SBIN,Equity,NSE,BUY,BUY,50,50,814.62,814.62,14.26,14.26,40731.0,40731.0,1,1,MATCHED,0,0.0
T100233,MARUTI,Equity,BSE,SELL,SELL,300,300,12640.58,12640.58,1327.26,1327.26,3792174.0,3792174.0,1,1,MATCHED,0,0.0
T100234,MARUTI,Equity,NSE,SELL,SELL,500,500,12655.06,12655.06,2214.64,2214.64,6327530.0,6327530.0,1,1,MATCHED,0,0.0
T100235,TCS,Equity,NSE,SELL,SELL,75,75,3901.25,3901.25,102.41,102.41,292593.75,292593.75,1,1,MATCHED,0,0.0
T100236,ICICIBANK,Equity,BSE,SELL,SELL,50,50,1241.36,1241.36,21.72,21.72,62068.0,62068.0,1,1,MATCHED,0,0.0
T100237,HDFCBANK,Equity,BSE,SELL,SELL,250,250,1685.39,1685.39,147.47,147.47,421347.5,421347.5,1,1,MATCHED,0,0.0
T100238,TATAMOTORS,Equity,BSE,SELL,SELL,200,300,984.74,984.74,68.93,103.4,196948.0,295422.0,1,1,QTY BREAK,1,98474.0
T100239,BHARTIARTL,Equity,BSE,BUY,BUY,100,100,1581.8,1581.8,55.36,55.36,158180.0,158180.0,1,1,MATCHED,0,0.0
T100240,LT,Equity,NSE,BUY,BUY,50,50,3607.16,3607.16,63.13,63.13,180358.0,180358.0,1,1,MATCHED,0,0.0
T100241,KOTAKBANK,Equity,NSE,BUY,BUY,200,200,1793.57,1793.57,125.55,125.55,358714.0,358714.0,1,1,MATCHED,0,0.0
T100242,AXISBANK,Equity,BSE,BUY,BUY,500,500,1134.37,1134.37,198.51,198.51,567185.0,567185.0,1,1,MATCHED,0,0.0
T100243,AXISBANK,Equity,NSE,SELL,SELL,100,100,1131.79,1131.79,39.61,39.61,113179.0,113179.0,1,1,MATCHED,0,0.0
T100244,HINDUNILVR,Equity,NSE,SELL,SELL,150,150,2367.2,2367.2,124.28,124.28,355080.0,355080.0,1,1,MATCHED,0,0.0
T100245,HINDUNILVR,Equity,NSE,BUY,BUY,300,300,2362.66,2362.66,248.08,248.08,708798.0,708798.0,1,1,MATCHED,0,0.0
T100246,BHARTIARTL,Equity,NSE,BUY,BUY,75,75,1579.74,1579.74,41.47,41.47,118480.5,118480.5,1,1,MATCHED,0,0.0
T100247,BHARTIARTL,Equity,NSE,SELL,SELL,150,150,1584.31,1584.31,83.18,83.18,237646.5,237646.5,1,1,MATCHED,0,0.0
T100248,TATAMOTORS,Equity,NSE,SELL,SELL,300,300,981.61,981.61,103.07,103.07,294483.0,294483.0,1,1,MATCHED,0,0.0
T100249,AXISBANK,Equity,NSE,SELL,SELL,150,150,1130.33,1130.33,59.34,59.34,169549.5,169549.5,1,1,MATCHED,0,0.0
T100250,SUNPHARMA,Equity,NSE,SELL,SELL,300,450,1715.27,1715.27,180.1,270.16,514581.0,771871.5,1,1,QTY BREAK,1,257290.5
T100251,HDFCBANK,Equity,NSE,SELL,SELL,100,100,1686.72,1686.72,59.04,59.04,168672.0,168672.0,1,1,MATCHED,0,0.0
T100252,HDFCBANK,Equity,BSE,BUY,BUY,500,500,1689.8,1689.8,295.71,295.71,844900.0,844900.0,1,1,MATCHED,0,0.0
T100253,SBIN,Equity,NSE,BUY,BUY,75,75,814.12,814.12,21.37,21.37,61059.0,61059.0,1,1,MATCHED,0,0.0
T100254,TCS,Equity,BSE,BUY,BUY,500,500,3901.25,3901.25,682.72,682.72,1950625.0,1950625.0,1,1,MATCHED,0,0.0
T100255,ITC,Equity,BSE,BUY,BUY,75,75,447.65,447.65,11.75,11.75,33573.75,33573.75,1,1,MATCHED,0,0.0
T100256,ICICIBANK,Equity,NSE,BUY,BUY,200,200,1238.34,1238.34,86.68,86.68,247668.0,247668.0,1,1,MATCHED,0,0.0
T100257,ICICIBANK,Equity,NSE,BUY,BUY,250,250,1241.27,1241.27,108.61,108.61,310317.5,310317.5,1,1,MATCHED,0,0.0
T100258,SBIN,Equity,NSE,SELL,SELL,250,250,814.25,814.25,71.25,71.25,203562.5,203562.5,1,1,MATCHED,0,0.0
T100259,SUNPHARMA,Equity,NSE,BUY,BUY,75,75,1721.94,1721.94,45.2,45.2,129145.5,129145.5,1,1,MATCHED,0,0.0
T100260,KOTAKBANK,Equity,NSE,SELL,SELL,100,100,1796.63,1796.63,62.88,62.88,179663.0,179663.0,1,1,MATCHED,0,0.0
T100261,SUNPHARMA,Equity,BSE,SELL,SELL,75,75,1716.22,1716.22,45.05,45.05,128716.5,128716.5,1,1,MATCHED,0,0.0
T100262,BAJFINANCE,Equity,NSE,SELL,SELL,500,500,7165.88,7165.88,1254.03,1254.03,3582940.0,3582940.0,1,1,MATCHED,0,0.0
T100263,LT,Equity,BSE,SELL,SELL,200,200,3630.13,3630.13,254.11,254.11,726026.0,726026.0,1,1,MATCHED,0,0.0
T100264,BAJFINANCE,Equity,NSE,BUY,BUY,150,150,7166.67,7166.67,376.25,376.25,1075000.5,1075000.5,1,1,MATCHED,0,0.0
T100265,BHARTIARTL,Equity,NSE,BUY,BUY,200,200,1584.88,1587.26,110.94,110.94,316976.0,317452.0,1,1,PRICE BREAK,1,476.0
T100266,LT,Equity,NSE,SELL,SELL,250,250,3619.39,3619.39,316.7,316.7,904847.5,904847.5,1,1,MATCHED,0,0.0
T100267,KOTAKBANK,Equity,NSE,SELL,SELL,100,100,1791.94,1791.94,62.72,62.72,179194.0,179194.0,1,1,MATCHED,0,0.0
T100268,RELIANCE,Equity,NSE,BUY,BUY,250,250,1419.43,1419.43,124.2,124.2,354857.5,354857.5,1,1,MATCHED,0,0.0
T100269,SBIN,Equity,NSE,SELL,SELL,500,500,813.64,813.64,142.39,142.39,406820.0,406820.0,1,1,MATCHED,0,0.0
T100270,BHARTIARTL,Equity,NSE,SELL,SELL,200,200,1582.71,1582.71,110.79,110.79,316542.0,316542.0,1,1,MATCHED,0,0.0
T100271,SUNPHARMA,Equity,BSE,BUY,BUY,500,500,1714.29,1714.29,300.0,300.0,857145.0,857145.0,1,1,MATCHED,0,0.0
T100272,BHARTIARTL,Equity,BSE,SELL,SELL,150,150,1583.4,1583.4,83.13,83.13,237510.0,237510.0,1,1,MATCHED,0,0.0
T100273,INFY,Equity,NSE,SELL,SELL,100,100,1555.66,1555.66,54.45,54.45,155566.0,155566.0,1,1,MATCHED,0,0.0
T100274,AXISBANK,Equity,BSE,SELL,SELL,150,150,1127.34,1127.34,59.19,59.19,169101.0,169101.0,1,1,MATCHED,0,0.0
T100275,MARUTI,Equity,BSE,BUY,BUY,150,150,12688.41,12688.41,666.14,666.14,1903261.5,1903261.5,1,1,MATCHED,0,0.0
T100276,TCS,Equity,NSE,BUY,BUY,75,75,3896.38,3896.38,102.28,102.28,292228.5,292228.5,1,1,MATCHED,0,0.0
T100277,TCS,Equity,BSE,SELL,SELL,500,500,3891.56,3891.56,681.02,681.02,1945780.0,1945780.0,1,1,MATCHED,0,0.0
T100278,LT,Equity,BSE,SELL,SELL,200,200,3608.56,3608.56,252.6,252.6,721712.0,721712.0,1,1,MATCHED,0,0.0
T100279,ICICIBANK,Equity,BSE,BUY,BUY,300,300,1235.82,1235.82,129.76,129.76,370746.0,370746.0,1,1,MATCHED,0,0.0
T100280,HDFCBANK,Equity,BSE,BUY,BUY,75,75,1687.88,1687.88,44.31,44.31,126591.0,126591.0,1,1,MATCHED,0,0.0
T100281,ICICIBANK,Equity,NSE,SELL,SELL,500,500,1244.64,1244.64,217.81,217.81,622320.0,622320.0,1,1,MATCHED,0,0.0
T100282,SUNPHARMA,Equity,BSE,BUY,BUY,75,75,1726.53,1726.53,45.32,45.32,129489.75,129489.75,1,1,MATCHED,0,0.0
T100283,TATAMOTORS,Equity,BSE,BUY,BUY,75,75,983.59,983.59,25.82,25.82,73769.25,73769.25,1,1,MATCHED,0,0.0
T100284,LT,Equity,BSE,BUY,BUY,100,100,3620.78,3620.78,126.73,126.73,362078.0,362078.0,1,1,MATCHED,0,0.0
T100285,TATAMOTORS,Equity,BSE,SELL,SELL,75,75,988.71,988.71,25.95,25.95,74153.25,74153.25,1,1,MATCHED,0,0.0
T100286,AXISBANK,Equity,NSE,SELL,SELL,50,50,1131.67,1131.67,19.8,19.8,56583.5,56583.5,1,1,MATCHED,0,0.0
T100287,ICICIBANK,Equity,NSE,SELL,SELL,150,150,1244.55,1244.55,65.34,65.34,186682.5,186682.5,1,1,MATCHED,0,0.0
T100288,ITC,Equity,BSE,BUY,BUY,250,250,446.45,446.45,39.06,39.06,111612.5,111612.5,1,1,MATCHED,0,0.0
T100289,LT,Equity,NSE,BUY,BUY,500,500,3608.07,3608.07,631.41,631.41,1804035.0,1804035.0,1,1,MATCHED,0,0.0
T100290,RELIANCE,Equity,NSE,SELL,SELL,250,250,1424.92,1424.92,124.68,124.68,356230.0,356230.0,1,1,MATCHED,0,0.0
T100291,AXISBANK,Equity,NSE,BUY,BUY,50,50,1132.64,1132.64,19.82,19.82,56632.0,56632.0,1,1,MATCHED,0,0.0
T100292,RELIANCE,Equity,BSE,BUY,BUY,500,500,1422.32,1426.59,248.91,248.91,711160.0,713295.0,1,1,PRICE BREAK,1,2135.0
T100293,BAJFINANCE,Equity,NSE,SELL,SELL,200,200,7158.91,7158.91,501.12,501.12,1431782.0,1431782.0,1,1,MATCHED,0,0.0
T100294,LT,Equity,NSE,BUY,BUY,100,150,3606.89,3606.89,126.24,189.36,360689.0,541033.5,1,1,QTY BREAK,1,180344.5
T100295,SBIN,Equity,BSE,SELL,SELL,250,250,814.81,814.81,71.3,71.3,203702.5,203702.5,1,1,MATCHED,0,0.0
T100296,LT,Equity,NSE,SELL,SELL,100,100,3631.28,3631.28,127.09,127.09,363128.0,363128.0,1,1,MATCHED,0,0.0
T100297,RELIANCE,Equity,NSE,BUY,BUY,75,75,1416.76,1416.76,37.19,37.19,106257.0,106257.0,1,1,MATCHED,0,0.0
T100298,KOTAKBANK,Equity,BSE,SELL,SELL,150,150,1791.13,1791.13,94.03,94.03,268669.5,268669.5,1,1,MATCHED,0,0.0
T100299,ICICIBANK,Equity,BSE,SELL,SELL,100,100,1237.25,1237.25,43.3,43.3,123725.0,123725.0,1,1,MATCHED,0,0.0
T100300,LT,Equity,BSE,BUY,BUY,200,200,3607.17,3607.17,252.5,252.5,721434.0,721434.0,1,1,MATCHED,0,0.0
T100301,NIFTY-FUT,Future,BSE,SELL,SELL,75,75,24823.65,24823.65,372.35,372.35,1861773.75,1861773.75,1,1,MATCHED,0,0.0
T100302,NIFTY-FUT,Future,BSE,SELL,SELL,100,100,24784.86,24784.86,495.7,495.7,2478486.0,2478486.0,1,1,MATCHED,0,0.0
T100303,FINNIFTY-FUT,Future,NSE,BUY,BUY,80,80,26051.69,26051.69,416.83,416.83,2084135.2,2084135.2,1,1,MATCHED,0,0.0
T100304,NIFTY-FUT,Future,NSE,BUY,BUY,50,50,24875.55,24875.55,248.76,248.76,1243777.5,1243777.5,1,1,MATCHED,0,0.0
T100305,FINNIFTY-FUT,Future,NSE,BUY,BUY,200,200,26181.65,26181.65,1047.27,1047.27,5236330.0,5236330.0,1,1,MATCHED,0,0.0
T100306,FINNIFTY-FUT,Future,BSE,SELL,SELL,80,80,26083.94,26083.94,417.34,417.34,2086715.2,2086715.2,1,1,MATCHED,0,0.0
T100307,BANKNIFTY-FUT,Future,NSE,BUY,BUY,30,30,55222.75,55222.75,331.34,331.34,1656682.5,1656682.5,1,1,MATCHED,0,0.0
T100308,NIFTY-FUT,Future,NSE,BUY,BUY,200,200,24830.17,24830.17,993.21,993.21,4966034.0,4966034.0,1,1,MATCHED,0,0.0
T100309,NIFTY-FUT,Future,NSE,BUY,BUY,50,50,24920.64,24920.64,249.21,249.21,1246032.0,1246032.0,1,1,MATCHED,0,0.0
T100310,BANKNIFTY-FUT,Future,NSE,SELL,SELL,60,60,55235.41,55235.41,662.82,662.82,3314124.6,3314124.6,1,1,MATCHED,0,0.0
T100311,BANKNIFTY-FUT,Future,NSE,SELL,SELL,60,60,55256.67,55256.67,663.08,663.08,3315400.2,3315400.2,1,1,MATCHED,0,0.0
T100312,FINNIFTY-FUT,Future,BSE,SELL,SELL,120,120,26185.73,26185.73,628.46,628.46,3142287.6,3142287.6,1,1,MATCHED,0,0.0
T100313,NIFTY-FUT,Future,NSE,BUY,BUY,250,250,24790.75,24790.75,1239.54,1239.54,6197687.5,6197687.5,1,1,MATCHED,0,0.0
T100314,FINNIFTY-FUT,Future,BSE,BUY,BUY,160,160,26057.02,26057.02,833.82,833.82,4169123.2,4169123.2,1,1,MATCHED,0,0.0
T100315,BANKNIFTY-FUT,Future,BSE,SELL,SELL,45,45,55219.16,55219.16,496.97,496.97,2484862.2,2484862.2,1,1,MATCHED,0,0.0
T100316,FINNIFTY-FUT,Future,NSE,BUY,BUY,120,120,26005.59,26044.6,624.13,624.13,3120670.8,3125352.0,1,1,PRICE BREAK,1,4681.2
T100317,BANKNIFTY-FUT,Future,NSE,BUY,,75,,55266.24,,828.99,,4144968.0,,1,0,MISSING IN EXCHANGE,1,4144968.0
T100318,NIFTY-FUT,Future,BSE,SELL,SELL,125,125,24800.95,24800.95,620.02,620.02,3100118.75,3100118.75,1,1,MATCHED,0,0.0
T100319,BANKNIFTY-FUT,Future,NSE,BUY,BUY,30,30,55357.44,55357.44,332.14,332.14,1660723.2,1660723.2,1,1,MATCHED,0,0.0
T100320,FINNIFTY-FUT,Future,BSE,BUY,BUY,40,40,26052.82,26052.82,208.42,208.42,1042112.8,1042112.8,1,1,MATCHED,0,0.0
T100321,NIFTY-FUT,Future,BSE,BUY,BUY,50,50,24929.75,24929.75,249.3,249.3,1246487.5,1246487.5,1,1,MATCHED,0,0.0
T100322,FINNIFTY-FUT,Future,BSE,SELL,SELL,320,320,26110.54,26110.54,1671.07,1671.07,8355372.8,8355372.8,1,1,MATCHED,0,0.0
T100323,FINNIFTY-FUT,Future,BSE,BUY,BUY,200,200,26139.42,26139.42,1045.58,1045.58,5227884.0,5227884.0,1,1,MATCHED,0,0.0
T100324,NIFTY-FUT,Future,NSE,BUY,BUY,50,50,24885.12,24885.12,248.85,248.85,1244256.0,1244256.0,1,1,MATCHED,0,0.0
T100325,NIFTY-FUT,Future,BSE,SELL,SELL,25,25,24932.77,24932.77,124.66,124.66,623319.25,623319.25,1,1,MATCHED,0,0.0
T100326,NIFTY-FUT,Future,BSE,SELL,SELL,50,50,24864.39,24864.39,248.64,248.64,1243219.5,1243219.5,1,1,MATCHED,0,0.0
T100327,BANKNIFTY-FUT,Future,NSE,SELL,SELL,15,15,55306.85,55306.85,165.92,165.92,829602.75,829602.75,1,1,MATCHED,0,0.0
T100328,BANKNIFTY-FUT,Future,BSE,BUY,BUY,45,45,55141.59,55141.59,496.27,496.27,2481371.55,2481371.55,1,1,MATCHED,0,0.0
T100329,BANKNIFTY-FUT,Future,NSE,SELL,SELL,150,150,55394.72,55394.72,1661.84,1661.84,8309208.0,8309208.0,1,1,MATCHED,0,0.0
T100330,BANKNIFTY-FUT,Future,BSE,BUY,BUY,150,150,55111.42,55111.42,1653.34,1653.34,8266713.0,8266713.0,1,1,MATCHED,0,0.0
T100331,BANKNIFTY-FUT,Future,NSE,BUY,BUY,150,150,55342.51,55342.51,1660.28,1660.28,8301376.5,8301376.5,1,1,MATCHED,0,0.0
T100332,BANKNIFTY-FUT,Future,NSE,SELL,SELL,45,45,55290.33,55290.33,497.61,497.61,2488064.85,2488064.85,1,1,MATCHED,0,0.0
T100333,FINNIFTY-FUT,Future,BSE,BUY,BUY,200,200,26199.35,26199.35,1047.97,1047.97,5239870.0,5239870.0,1,1,MATCHED,0,0.0
T100334,NIFTY-FUT,Future,BSE,SELL,SELL,25,25,24790.33,24790.33,123.95,123.95,619758.25,619758.25,1,1,MATCHED,0,0.0
T100335,BANKNIFTY-FUT,Future,NSE,BUY,BUY,60,60,55246.0,55246.0,662.95,662.95,3314760.0,3314760.0,1,1,MATCHED,0,0.0
T100336,FINNIFTY-FUT,Future,BSE,SELL,SELL,80,80,26182.84,26182.84,418.93,418.93,2094627.2,2094627.2,1,1,MATCHED,0,0.0
T100337,NIFTY-FUT,Future,BSE,BUY,BUY,200,200,24842.35,24842.35,993.69,993.69,4968470.0,4968470.0,1,1,MATCHED,0,0.0
T100338,BANKNIFTY-FUT,Future,BSE,SELL,SELL,150,150,55013.95,55013.95,1650.42,1650.42,8252092.5,8252092.5,1,1,MATCHED,0,0.0
T100339,NIFTY-FUT,Future,BSE,BUY,BUY,25,25,24870.31,24870.31,124.35,124.35,621757.75,621757.75,1,1,MATCHED,0,0.0
T100340,BANKNIFTY-FUT,Future,BSE,SELL,SELL,60,60,55334.4,55334.4,664.01,664.01,3320064.0,3320064.0,1,1,MATCHED,0,0.0
T100341,FINNIFTY-FUT,Future,BSE,SELL,SELL,80,80,26170.88,26170.88,418.73,418.73,2093670.4,2093670.4,1,1,MATCHED,0,0.0
T100342,NIFTY-FUT,Future,BSE,BUY,BUY,100,100,24815.59,24815.59,496.31,496.31,2481559.0,2481559.0,1,1,MATCHED,0,0.0
T100343,FINNIFTY-FUT,Future,BSE,SELL,SELL,160,160,26179.34,26179.34,837.74,837.74,4188694.4,4188694.4,1,1,MATCHED,0,0.0
T100344,FINNIFTY-FUT,Future,NSE,BUY,BUY,400,400,26153.63,26153.63,2092.29,2092.29,10461452.0,10461452.0,1,1,MATCHED,0,0.0
T100345,NIFTY-FUT,Future,BSE,BUY,BUY,125,125,24878.63,24878.63,621.97,621.97,3109828.75,3109828.75,1,1,MATCHED,0,0.0
T100346,BANKNIFTY-FUT,Future,NSE,BUY,BUY,15,15,55402.7,55402.7,166.21,166.21,831040.5,831040.5,1,1,MATCHED,0,0.0
T100347,BANKNIFTY-FUT,Future,NSE,BUY,BUY,120,120,54997.32,54997.32,1319.94,1319.94,6599678.4,6599678.4,1,1,MATCHED,0,0.0
T100348,BANKNIFTY-FUT,Future,NSE,BUY,BUY,150,150,55243.12,55243.12,1657.29,1657.29,8286468.0,8286468.0,1,1,MATCHED,0,0.0
T100349,BANKNIFTY-FUT,Future,NSE,BUY,BUY,150,150,54986.04,54986.04,1649.58,1649.58,8247906.0,8247906.0,1,1,MATCHED,0,0.0
T100350,NIFTY-FUT,Future,NSE,SELL,SELL,75,75,24764.8,24764.8,371.47,371.47,1857360.0,1857360.0,1,1,MATCHED,0,0.0
T100351,FINNIFTY-FUT,Future,NSE,BUY,BUY,200,200,26177.06,26177.06,1047.08,1047.08,5235412.0,5235412.0,1,1,MATCHED,0,0.0
T100352,BANKNIFTY-FUT,Future,NSE,SELL,SELL,30,30,55195.15,55195.15,331.17,331.17,1655854.5,1655854.5,1,1,MATCHED,0,0.0
T100353,BANKNIFTY-FUT,Future,NSE,BUY,BUY,150,150,55340.39,55340.39,1660.21,1660.21,8301058.5,8301058.5,1,1,MATCHED,0,0.0
T100354,FINNIFTY-FUT,Future,BSE,SELL,SELL,200,200,26105.14,26105.14,1044.21,1044.21,5221028.0,5221028.0,1,1,MATCHED,0,0.0
T100355,BANKNIFTY-FUT,Future,NSE,SELL,SELL,150,150,55345.07,55345.07,1660.35,1660.35,8301760.5,8301760.5,1,1,MATCHED,0,0.0
T100356,FINNIFTY-FUT,Future,BSE,BUY,BUY,80,80,26094.32,26094.32,417.51,417.51,2087545.6,2087545.6,1,1,MATCHED,0,0.0
T100357,FINNIFTY-FUT,Future,BSE,BUY,BUY,160,160,26082.94,26082.94,834.65,834.65,4173270.4,4173270.4,1,1,MATCHED,0,0.0
T100358,BANKNIFTY-FUT,Future,BSE,SELL,SELL,75,75,55008.24,55008.24,825.12,825.12,4125618.0,4125618.0,1,1,MATCHED,0,0.0
T100359,NIFTY-FUT,Future,BSE,BUY,BUY,75,75,24834.37,24834.37,372.52,372.52,1862577.75,1862577.75,1,1,MATCHED,0,0.0
T100360,NIFTY-FUT,Future,BSE,SELL,SELL,25,25,24928.32,24928.32,124.64,124.64,623208.0,623208.0,1,1,MATCHED,0,0.0
T100361,BANKNIFTY-FUT,Future,NSE,SELL,SELL,150,150,55120.29,55120.29,1653.61,1653.61,8268043.5,8268043.5,1,1,MATCHED,0,0.0
T100362,NIFTY-FUT,Future,NSE,BUY,BUY,25,25,24911.91,24911.91,124.56,124.56,622797.75,622797.75,1,1,MATCHED,0,0.0
T100363,BANKNIFTY-FUT,Future,BSE,SELL,SELL,45,45,55112.79,55112.79,496.02,496.02,2480075.55,2480075.55,1,1,MATCHED,0,0.0
T100364,FINNIFTY-FUT,Future,NSE,SELL,SELL,40,40,26090.89,26090.89,208.73,208.73,1043635.6,1043635.6,1,1,MATCHED,0,0.0
